"db_id","article_id","resource_name","access","available","unavailable_message","available_update_date","notes","article_year","citations","status","debut_yr","total_articles","total_citations","article_status"
"MBDC1804",2794,"CMPD: Cancer Mutant Proteome Database","http://cgbc.cgu.edu.tw/cmpd","yes","not_applicable","unknown","not_applicable",2015,2,"yes",2015,1,2,"debut"
"MBDC1805",2925,"Cancer3D","http://www.cancer3d.org","yes","not_applicable","unknown","not_applicable",2015,7,"yes",2015,1,7,"debut"
"MBDC1806",2908,"MethHC: METHylation and gene expression in Human Cancer","http://MethHC.mbc.nctu.edu.tw","yes","not_applicable","2014","not_applicable",2015,26,"yes",2015,1,26,"debut"
"MBDC1807",2933,"VaDE: VarySysDB Disease Edition","http://bmi-tokai.jp/VaDE/","yes","not_applicable","2016","not_applicable",2015,2,"yes",2015,1,2,"debut"
"MBDC1808",2941,"DAA: Digital Ageing Atlas","http://ageing-map.org/","yes","not_applicable","2015","not_applicable",2015,12,"yes",2015,1,12,"debut"
"MBDC1809",2936,"DDMGD: Dragon Database for Methylated Genes and Diseases","http://www.cbrc.kaust.edu.sa/ddmgd/","yes","not_applicable","unknown","not_applicable",2015,0,"yes",2015,1,0,"debut"
"MBDC1810",2934,"EpilepsyGene","http://61.152.91.49/EpilepsyGene","yes","not_applicable","unknown","not_applicable",2015,2,"yes",2015,1,2,"debut"
"MBDC1811",2869,"Organ System Heterogeneity DB","http://mips.helmholtz-muenchen.de/Organ_System_Heterogeneity/","yes","not_applicable","unknown","not_applicable",2015,0,"yes",2015,1,0,"debut"
"MBDC1812",2778,"ADReCS: dverse Drug Reaction Classification System","http://bioinf.xmu.edu.cn/ADReCS/","yes","not_applicable","2016","not_applicable",2015,5,"yes",2015,1,5,"debut"
"MBDC1813",2832,"Open TG-GATEs","http://toxico.nibio.go.jp/english/index","no","can't be reached","not_applicable","not_applicable",2015,26,"no",2015,1,26,"debut"
"MBDC1814",2875,"NutriChem","http://cbs.dtu.dk/services/NutriChem-1.0","yes","not_applicable","unknown","not_applicable",2015,1,"yes",2015,1,1,"debut"
"MBDC1815",2932,"EHFPI: Essential Host Factors for Pathogenic Infection","http://biotech.bmi.ac.cn/ehfpi","yes","not_applicable","2015","not_applicable",2015,1,"yes",2015,1,1,"debut"
"MBDC1816",2796,"AHTPDB: Antihypertensive Peptides Database","http://crdd.osdd.net/raghava/ahtpdb/","yes","not_applicable","unknown","not_applicable",2015,10,"yes",2015,1,10,"debut"
"MBDC1817",2857,"PubAngioGen","http://www.megabionet.org/aspd/","yes","not_applicable","unknown","not_applicable",2015,2,"yes",2015,1,2,"debut"
"MBDC1818",2837,"PLAZA","http://bioinformatics.psb.ugent.be/plaza/","yes","not_applicable","2014","not_applicable",2015,44,"yes",2015,1,44,"debut"
"MBDC1819",2868,"Plastid-LCGbase: Lineage-based Conserved Gene-pair Database","http://lcgbase.big.ac.cn/plastid-LCGbase/","yes","not_applicable","2014","not_applicable",2015,2,"yes",2015,1,2,"debut"
"MBDC1820",2938,"AraNet","http://www.inetbio.org/arane","no","not found","not_applicable","not_applicable",2015,17,"no",2015,1,17,"debut"
"MBDC1821",2790,"Araport","https://www.araport.org","yes","not_applicable","unknown","not_applicable",2015,19,"yes",2015,1,19,"debut"
"MBDC1822",2860,"RiceVarMap","http:/ricevarmap.ncpgr.cn","yes","not_applicable","2015","not_applicable",2015,15,"yes",2015,1,15,"debut"
"MBDC1823",2826,"Rice SNP-Seek Database","http://www.oryzasnp.org/iric-portal/","yes","not_applicable","unknown","not_applicable",2015,25,"yes",2015,1,25,"debut"
"MBDC1824",2831,"Coffee Genome Hub","http://coffee-genome.org/","yes","not_applicable","unknown","not_applicable",2015,5,"yes",2015,1,5,"debut"
"MBDC1825",2905,"CODEX","http://codex.stemcells.cam.ac.uk/","yes","not_applicable","unknown","not_applicable",2015,20,"yes",2015,1,20,"debut"
"MBDC1826",1348,"GeneFriends","http://www.GeneFriends.org","yes","not_applicable","unknown","not_applicable",2015,15,"yes",2015,1,15,"debut"
"MBDC1827",2787,"ImmuCo","http://immuco.bjmu.edu.cn","yes","not_applicable","2014","not_applicable",2015,8,"yes",2015,1,8,"debut"
"MBDC1828",2788,"Addgene Repository","http://www.addgene.org","yes","not_applicable","unknown","not_applicable",2015,2,"yes",2015,1,2,"debut"
"MBDC1829",2890,"BARCDB: Biobanking Analysis Resource Catalogue","http://www.barcdb.org","yes","not_applicable","2016","not_applicable",2015,1,"yes",2015,1,1,"debut"
"MBDC1830",2922,"BARD: BioAssay Research Database","https://bard.nih.gov/","yes","not_applicable","2014","not_applicable",2015,4,"yes",2015,1,4,"debut"
"MBDC1831",2822,"PlasmoGEM","http://plasmogem.sanger.ac.uk","yes","not_applicable","2016","not_applicable",2015,9,"yes",2015,1,9,"debut"
"MBDC1832",2965,"sRNATarBase","http://ccb1.bmi.ac.cn/srnatarbase/","yes","not_applicable","2015","not_applicable",2016,1,"yes",2016,1,1,"debut"
"MBDC1834",2984,"CEGA: Conserved Elements from Genomic Alignments","http://cega.ezlab.org","yes","not_applicable","unknown","not_applicable",2016,2,"yes",2016,1,2,"debut"
"MBDC1835",2953,"JuncDB","http://juncdb.carmelab.huji.ac.il","yes","not_applicable","unknown","not_applicable",2016,1,"yes",2016,1,1,"debut"
"MBDC1836",3045,"RBP-var: RNA-Binding Proteins Variants","http://www.rbp-var.biols.ac.cn/","yes","not_applicable","unknown","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1837",3041,"DbSUPER: Database of Super-enhancers","http://bioinfo.au.tsinghua.edu.cn/dbsuper/","yes","not_applicable","2015","not_applicable",2016,5,"yes",2016,1,5,"debut"
"MBDC1838",3086,"SEA: Super Enhancer Archive ","http://sea.edbc.org","yes","not_applicable","2015","not_applicable",2016,2,"yes",2016,1,2,"debut"
"MBDC1839",3007,"CircNet","http://circnet.mbc.nctu.edu.tw/","yes","not_applicable","2015","not_applicable",2016,5,"yes",2016,1,5,"debut"
"MBDC1840",3075,"DASHR: Database of Small human noncoding RNAs","http://lisanwanglab.org/DASHR","yes","not_applicable","2015","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1841",3012,"piRNA cluster database","http://www.smallrnagroup-mainz.de/piRNAclusterDB.html","yes","not_applicable","unknown","not_applicable",2016,1,"yes",2016,1,1,"debut"
"MBDC1842",3000,"RPFdb: Ribosome Protected mRNA Fragments","www.rpfdb.org","yes","not_applicable","2015","not_applicable",2016,2,"yes",2016,1,2,"debut"
"MBDC1843",2961,"RMBase: RNA Modification Base","http://mirlab.sysu.edu.cn/rmbase/","yes","not_applicable","2016","not_applicable",2016,2,"yes",2016,1,2,"debut"
"MBDC1844",3014,"InterRNA: INTERactions in RNA structures database","http://mfrlab.org/interrna/","yes","not_applicable","unknown","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1845",3101,"BIGNASim","http://mmb.irbbarcelona.org/BIGNASim/SuppMaterial/","yes","not_applicable","unknown","not_applicable",2016,1,"yes",2016,1,1,"debut"
"MBDC1846",2951,"NBDB: Nucleotide Binding DataBase","http://nbdb.bii.a-star.edu.sg","yes","not_applicable","unknown","not_applicable",2016,3,"yes",2016,1,3,"debut"
"MBDC1848",3006,"SORFs.org","http://www.sorfs.org","yes","not_applicable","unknown","not_applicable",2016,4,"yes",2016,1,4,"debut"
"MBDC1849",2947,"KLIFS","http://klifs.vucompmedchem.nl","no","can't be reached","not_applicable","not_applicable",2016,3,"no",2016,1,3,"debut"
"MBDC1850",2950,"iGNM: Gaussian Network Model Database","http://gnmdb.csb.pitt.edu/","yes","not_applicable","unknown","not_applicable",2016,2,"yes",2016,1,2,"debut"
"MBDC1851",3115,"PDBFlex","http://pdbflex.org","yes","not_applicable","2017","not_applicable",2016,2,"yes",2016,1,2,"debut"
"MBDC1852",3104,"Start2Fold","http://start2fold.eu","yes","not_applicable","2017","not_applicable",2016,1,"yes",2016,1,1,"debut"
"MBDC1853",3008,"Metabolomics Workbench","www.metabolomicsworkbench.org","yes","not_applicable","unknown","not_applicable",2016,4,"yes",2016,1,4,"debut"
"MBDC1854",3016,"BiGG Models: Biochemical, Genetic and Genomic Models","http://bigg.ucsd.edu","no","service unavailable","not_applicable","not_applicable",2016,4,"no",2016,1,4,"debut"
"MBDC1855",3018,"MetaNetX","http://www.metanetx.org/","yes","not_applicable","2016","not_applicable",2016,3,"yes",2016,1,3,"debut"
"MBDC1856",2975,"IPPI-DB: Inhibitors of Protein-Protein Interactions DataBase","http://www.ippidb.cdithem.fr","yes","not_applicable","unknown","not_applicable",2016,1,"yes",2016,1,1,"debut"
"MBDC1857",3060,"SIGNOR: IGnaling Network Open Resource","http://signor.uniroma2.it","yes","not_applicable","unknown","not_applicable",2016,3,"yes",2016,1,3,"debut"
"MBDC1859",3064,"WeGET: Weighted Gene Expression Tool","http://weget.cmbi.umcn.nl","yes","not_applicable","unknown","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1860",3068,"MG-RAST","http://metagenomics.anl.gov","yes","not_applicable","2016","Interface; nice interface",2016,4,"yes",2016,1,4,"debut"
"MBDC1861",3076,"HPMCD: Human Pan-Microbe Communities Database","http://www.hpmcd.org","yes","not_applicable","unknown","not_applicable",2016,1,"yes",2016,1,1,"debut"
"MBDC1862",3080,"HGTree","http://hgtree.snu.ac.kr","yes","not_applicable","unknown","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1863",3015,"DESM: Dragon Exploration System ","www.cbrc.kaust.edu.sa/desm","yes","not_applicable","unknown","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1864",3035,"SigMol","http://bioinfo.imtech.res.in/manojk/sigmol","yes","not_applicable","unknown","not_applicable",2016,1,"yes",2016,1,1,"debut"
"MBDC1865",3031,"CauloBrowser","www.caulobrowser.org","yes","not_applicable","unknown","not_applicable",2016,2,"yes",2016,1,2,"debut"
"MBDC1866",2989,"EK3D: E coli 3D Structure Database","www.iith.ac.in/EK3D/","yes","not_applicable","unknown","not_applicable",2016,1,"yes",2016,1,1,"debut"
"MBDC1867",2971,"BacWGSTdb: Bacterial Whole Genome Sequence Typing Database","http://bacdb.org/BacWGSTdb","yes","not_applicable","unknown","not_applicable",2016,2,"yes",2016,1,2,"debut"
"MBDC1868",3093,"PhytoPath","www.phytopathdb.org","yes","not_applicable","2016","not_applicable",2016,1,"yes",2016,1,1,"debut"
"MBDC1869",3106,"ENCODE Encyclopedia of DNA Elements ","www.encodeproject.org","yes","not_applicable","2016","not_applicable",2016,2,"yes",2016,1,2,"debut"
"MBDC1870",2994,"dbMAE: Database of Autosomal Monoallelic Expression","https://mae.hms.harvard.edu","yes","not_applicable","unknown","not_applicable",2016,2,"yes",2016,1,2,"debut"
"MBDC1871",3013,"hPSCreg: human Pluripotent Stem Cell registry","http://hpscreg.eu","yes","not_applicable","2017","not_applicable",2016,1,"yes",2016,1,1,"debut"
"MBDC1872",3032,"PlanMine","http://planmine.mpi-cbg.de/","yes","not_applicable","2016","not_applicable",2016,4,"yes",2016,1,4,"debut"
"MBDC1873",2968,"Digital Development","http://www.digital-development.org","yes","not_applicable","unknown","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1874",3103,"InsectBase","http://www.insect-genome.com","yes","not_applicable","2015","not_applicable",2016,5,"yes",2016,1,5,"debut"
"MBDC1875",3046,"ANISEED","http://www.aniseed.cnrs.fr","yes","not_applicable","unknown","not_applicable",2016,4,"yes",2016,1,4,"debut"
"MBDC1876",3011,"NHGRI CRISPRz","http://research.nhgri.nih.gov/CRISPRz/","yes","not_applicable","2016","not_applicable",2016,4,"yes",2016,1,4,"debut"
"MBDC1877",3017,"MouseNet","http://www.inetbio.org/mousenet","yes","not_applicable","2015","not_applicable",2016,1,"yes",2016,1,1,"debut"
"MBDC1878",2946,"DMDD: Deciphering the Mechanisms of Developmental Disorders","http://dmdd.org.uk","yes","not_applicable","2016","not_applicable",2016,1,"yes",2016,1,1,"debut"
"MBDC1879",3067,"Aging Chart","http://agingchart.org/","yes","not_applicable","2016","not_applicable",2016,2,"yes",2016,1,2,"debut"
"MBDC1880",3098,"DIDA: Digenic diseases database","http://dida.ibsquare.be","yes","not_applicable","2016","not_applicable",2016,6,"yes",2016,1,6,"debut"
"MBDC1881",3056,"GEneSTATION","http://genestation.org","yes","not_applicable","unknown","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1882",3063,"SBR-Blood","http://sbrblood.nhgri.nih.gov","yes","not_applicable","unknown","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1883",3022,"Cancer RNA-Seq Nexus","http://syslab4.nchu.edu.tw/CRN","yes","not_applicable","unknown","not_applicable",2016,2,"yes",2016,1,2,"debut"
"MBDC1884",3087,"BreCAN-DB: BREakpoint profiles of CANcer genomes DataBase","http://brecandb.igib.res.in","yes","not_applicable","2015","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1885",2949,"ccmGDB: cancer cell metabolism genes database","http://bioinfo.mc.vanderbilt.edu/ccmGDB","no","can't be reached","not_applicable","not_applicable",2016,3,"no",2016,1,3,"debut"
"MBDC1886",3027,"Colorectal Cancer Atlas","http://www.colonatlas.org","yes","not_applicable","2015","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1887",3047,"Lnc2Cancer","http://www.bio-bigdata.net/lnc2cancer","yes","not_applicable","2016","not_applicable",2016,5,"yes",2016,1,5,"debut"
"MBDC1888",2945,"MutationAligner","http://www.mutationaligner.org","yes","not_applicable","unknown","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1889",2983,"OpenTein","http://opentein.hgc.jp/","yes","not_applicable","2016","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1890",3094,"SynLethDB","http://histone.sce.ntu.edu.sg/SynLethDB/","no","can't be reached","not_applicable","not_applicable",2016,0,"no",2016,1,0,"debut"
"MBDC1891",3097,"TCGASpliceSeq","http://bioinformatics.mdanderson.org/TCGASpliceSeq","yes","not_applicable","unknown","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1892",3088,"PCOSKB: Polycystic Ovary Syndrome KnowledgeBase","http://pcoskb.bicnirrh.res.in","yes","not_applicable","unknown","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1893",2956,"DGIdb: Drug-Gene Interaction Database","www.dgidb.org","yes","not_applicable","2016","not_applicable",2016,5,"yes",2016,1,5,"debut"
"MBDC1894",3048,"SIDER: SIDe Effect Resource","http://sideeffects.embl.de","yes","not_applicable","2015","not_applicable",2016,8,"yes",2016,1,8,"debut"
"MBDC1895",3009,"WITHDRAWN","http://cheminfo.charite.de/withdrawn","yes","not_applicable","2016","Naming; A resource for withdrawn and discontinued drugs",2016,2,"yes",2016,1,2,"debut"
"MBDC1896",2955,"CPPsite: Cell Penetrating Peptides","http://crdd.osdd.net/raghava/cppsite/","yes","not_applicable","unknown","not_applicable",2016,3,"yes",2016,1,3,"debut"
"MBDC1897",3054,"DBAASP: Database of Antimicrobial Activity and Structure of Peptides","http://dbaasp.org","yes","not_applicable","unknown","not_applicable",2016,2,"yes",2016,1,2,"debut"
"MBDC1898",2769,"SATPdb: Structurally Annotated Therapeutic Peptides database","http://crdd.osdd.net/raghava/satpdb/","yes","not_applicable","unknown","not_applicable",2015,2,"yes",2015,1,2,"debut"
"MBDC1899",3108,"PlantDHS: DNase I Hypersensitive Site","http://plantdhs.org","yes","not_applicable","2016","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1900",3118,"PlantPAN: Promoter Analysis Navigator","http://PlantPAN2.itps.ncku.edu.tw","yes","not_applicable","unknown","not_applicable",2016,7,"yes",2016,1,7,"debut"
"MBDC1901",2954,"GREENC","http://greenc.sciencedesigners.com/","yes","not_applicable","2016","not_applicable",2016,3,"yes",2016,1,3,"debut"
"MBDC1902",3105,"FLOR-ID: FLOweRing Interactive Databas","http://www.flor-id.org","yes","not_applicable","unknown","not_applicable",2016,3,"yes",2016,1,3,"debut"
"MBDC1903",3020,"SureChEMBL","https://www.surechembl.org/","yes","not_applicable","2017","not_applicable",2016,15,"yes",2016,1,15,"debut"
"MBDC1904",2966,"CSDB: Carbohydrate Structure Database","http://csdb.glycoscience.ru","yes","not_applicable","2016","not_applicable",2016,0,"yes",2016,1,0,"debut"
"MBDC1905",2978,"GlyTouCan","http://glytoucan.org/","yes","not_applicable","2016","not_applicable",2016,3,"yes",2016,1,3,"debut"
"MBDC1906",3049,"SugarBindDB","http://sugarbind.expasy.org","yes","not_applicable","2016","not_applicable",2016,2,"yes",2016,1,2,"debut"
"MBDC1907",3072,"MitoCarta","www.broadinstitute.org/pubs/MitoCart","no","service unavailable","not_applicable","not_applicable",2016,19,"no",2016,1,19,"debut"
"MBDC1908",2976,"MitoAge","www.mitoage.org","yes","not_applicable","unknown","not_applicable",2016,1,"yes",2016,1,1,"debut"
"MBDC1911",2634,"DriverDB","http://ngs.ym.edu.tw/driverdb/","yes","not_applicable","unknown","not_applicable",2014,16,"yes",2014,2,17,"debut"
"NAR9001",989,"3D-GENOMICS","http://www.sbg.bio.ic.ac.uk/3dgenomics/","no","unrelated site redirect","not_applicable","not_applicable",2004,15,"no",2004,1,15,"debut"
"NAR9002",1051,"5_SAGE","http://5sage.gi.k.u-tokyo.ac.jp/","no","can't be reached","not_applicable","not_applicable",2005,13,"no",2005,1,13,"debut"
"NAR9003",940,"AANT: Amino Acid-Nucleotide Interaction Database","http://aant.icmb.utexas.edu/","no","can't be reached","not_applicable","not_applicable",2004,92,"no",2004,1,92,"debut"
"NAR9004",1171,"AcroMed","http://medstract.med.tufts.edu/acro1.1/index.htm","no","can't be reached","not_applicable","not_applicable",2005,9,"no",2005,1,9,"debut"
"NAR9005",301,"Ad5 E1A Database","http://www.geocities.com/CapeCanaveral/Hangar/2541/","no","unrelated site redirect","not_applicable","not_applicable",1998,5,"no",1998,1,5,"debut"
"NAR9006",1524,"AlterORF","http://www.alterorf.cl/","no","can't be reached","not_applicable","not_applicable",2008,5,"no",2008,1,5,"debut"
"NAR9007",909,"AluGene","http://Alugene.tau.ac.il/","no","related generic reseach institution site redirect","not_applicable","not_applicable",2004,43,"no",2004,1,43,"debut"
"NAR9008",905,"aMAZE LightBench","http://www.amaze.ulb.ac.be/","no","can't be reached","not_applicable","not_applicable",2004,45,"no",2004,1,45,"debut"
"NAR9009",763,"AMmtDB","http://bighost.area.ba.cnr.it/mitochondriom","no","can't be reached","not_applicable","Indexing - other; name wrong in title of scopus record (correct in pubmed)",2002,9,"no",1999,3,29,"update"
"NAR9010",698,"AngioDB","http://angiodb.snu.ac.kr/","no","can't be reached","not_applicable","not_applicable",2002,3,"no",2002,1,3,"debut"
"NAR9011",934,"ANTIMIC","http://research.i2r.a-star.edu.sg/Templar/DB/ANTIMIC/","no","can't be reached","not_applicable","not_applicable",2004,97,"no",2004,1,97,"debut"
"NAR9013",1215,"AOBase","http://www.bioit.org.cn/ao/aobase","no","not found","not_applicable","not_applicable",2006,4,"no",2006,1,4,"debut"
"NAR9014",238,"APC Gene","Physical","not_www","not_applicable","not_applicable","not_applicable",1997,8,"no",1996,3,274,"update"
"NAR9015",739,"AraC-XylS database","http://www.AraC-XylS.org","no","unrelated site redirect","not_applicable","not_applicable",2002,74,"no",2002,1,74,"debut"
"NAR9016",1171,"ARGH","http://lethargy.swmed.edu/ARGH/argh.asp","no","can't be reached","not_applicable","not_applicable",2005,9,"no",2005,1,9,"debut"
"NAR9017",1339,"Argonaute","http://www.ma.uni-heidelberg.de/apps/zmf/argonaute/interface","no","discontinued notice","not_applicable","Service Status; ARGONAUTE is out of date and has been replaced by miRWalk!",2006,58,"no",2006,1,58,"debut"
"NAR9018",1432,"ASAP: Alternative Splicing Annotation Project","http://www.bioinformatics.ucla.edu/ASAP2","no","related generic reseach institution site redirect","not_applicable","not_applicable",2007,70,"no",2003,2,200,"update"
"NAR9019",426,"ASDB: Alternatively Spliced Genes Database","http://cbcg.nersc.gov/asdb","no","can't be reached","not_applicable","not_applicable",1999,18,"no",1999,2,62,"debut"
"NAR9020",599,"AsMamDB: Alternatively spliced genes of Mammals DataBase","http://166.111.30.65/ASMAMDB.html","no","can't be reached","not_applicable","not_applicable",2001,46,"no",2001,1,46,"debut"
"NAR9021",737,"ASPD: Artificially Selected Proteins/Peptides Database","http://www.sgi.sscc.ru/mgs/gnw/aspd/","no","can't be reached","not_applicable","not_applicable",2002,17,"no",2002,1,17,"debut"
"NAR9022",381,"Asthma and Allergy Database","http://cooke.gsf.de","no","can't be reached","not_applicable","not_applicable",1999,12,"no",1999,1,12,"debut"
"NAR9023",1005,"ASTRAL Compendium","http://astral.stanford.edu/","no","can't be reached","not_applicable","not_applicable",2004,423,"no",2000,3,924,"update"
"NAR9024",442,"AtDB: Arabidopsis thaliana Database","http://genome-www.stanford.edu/Arabidopsis","no","not found","not_applicable","not_applicable",1999,10,"yes",1998,2,31,"update"
"NAR9025",546,"Axeldb: A Xenopus laevis database","http://www.dkfz-heidelberg.de/abt0135/axeldb.htm","no","related generic reseach institution site redirect","not_applicable","Naming; ""A"" as an article in acroymn",2000,18,"no",2000,1,18,"debut"
"NAR9026",1410,"BASC","http://bioinformatics.pbcbasc.latrobe.edu.au","no","not found","not_applicable","not_applicable",2007,14,"no",2007,1,14,"debut"
"NAR9027",882,"BayGenomics","http://baygenomics.ucsf.edu/","no","not found","not_applicable","not_applicable",2003,180,"no",2003,1,180,"debut"
"NAR9028",819,"BIND: Biomolecular Interaction Network Database","http://bind.ca","no","can't be reached","not_applicable","not_applicable",2003,765,"no",2001,3,1567,"update"
"NAR9029",1598,"BioHealthBase","www.biohealthbase.org","no","unrelated site redirect","not_applicable","not_applicable",2008,55,"no",2008,1,55,"debut"
"NAR9030",421,"Bioimage Database","http://www.bioimage.org","no","unrelated site redirect","not_applicable","not_applicable",1999,22,"no",1999,1,22,"debut"
"NAR9031",582,"BioKnowledge Library","http://www.proteome.com","no","can't be reached","not_applicable","not_applicable",2001,226,"no",2001,1,226,"debut"
"NAR9032",638,"BodyMap","http://bodymap.ims.u-tokyo.ac.jp","no","can't be reached","not_applicable","not_applicable",2001,11,"no",2000,3,74,"update"
"NAR9033",872,"BSD: Biodegradative Strain Database","http://bsd.cme.msu.edu/","no","service unavailable","not_applicable","not_applicable",2003,15,"no",2003,1,15,"debut"
"NAR9034",1647,"ButterflyBase","http://www.butterflybase.org","no","can't be reached","not_applicable","not_applicable",2008,64,"no",2008,1,64,"debut"
"NAR9035",1677,"CATDB: Complete Arabidopsis Transcriptome Database","http://urgv.evry.inra.fr/CATdb","yes","not_applicable","unknown","not_applicable",2008,92,"yes",2008,2,94,"debut"
"NAR9036",574,"cBACr: comprehensive Bacterial Artificial Chromosome resource","http://www.tigr.org/tdb/BacResource/BACsourcetro.html","no","discontinued notice","not_applicable","not_applicable",2001,9,"no",2001,1,9,"debut"
"NAR9037",766,"CDS: Celera Discovery System","http://cds.celera.com","no","unrelated site redirect","not_applicable","not_applicable",2002,49,"no",2002,1,49,"debut"
"NAR9038",738,"CKAAPs DB: Conserved Key Amino Acid Positions Database","http://ckaaps.sdsc.edu","no","can't be reached","not_applicable","not_applicable",2002,7,"no",2001,2,12,"update"
"NAR9039",32,"Cloned Human Genes","Not Available","no","discontinued notice","not_applicable","Access - Failure Notes; It is regretted that it has become necessary to discontinue this database. This update will therefore be the last to be published in the Nucleic Acids Research Supplement. Access to information regarding newly cloned human DNA sequences is now possible by electronic means through the Human Genome Database (GDB), Baltimore.",1992,0,"no",1991,2,5,"update"
"NAR9040",1929,"CMR: Comprehensive Microbial Resource","http://cmr.jcvi.org","no","discontinued notice","not_applicable","Funding; Service Status; MR is no longer supported and has been taken offline",2010,65,"no",2001,2,415,"update"
"NAR9041",507,"COMPEL","http://compel.bionet.nsc.ru/","no","can't be reached","not_applicable","not_applicable",2000,51,"no",2000,1,51,"debut"
"NAR9042",1,"Compilation of tRNA sequences and sequences of tRNA genes","Physical; Server","not_www","not_applicable","not_applicable","Access - Other; indicates that not a print out is new this year",1991,88,"no",1991,5,1401,"debut"
"NAR9043",607,"CPGN Mendel","http://genome-www.stanford.edu/Mendel/","no","not found","not_applicable","Mirror fail; http://mbclserver.rutgers.edu/CPGN/; http://genome.cornell.edu/cgi-bin/WebAce/webace?db=mendel redirect/can't be reached",2001,7,"no",2001,1,7,"debut"
"NAR9044",789,"CroW 21","http:// bioinfo.weizmann.ac.il/crow21","no","not found","not_applicable","not_applicable",2003,24,"no",2003,1,24,"debut"
"NAR9045",362,"CyanoMutants","http://www.kazusa.or.jp/cyano/mutants/","yes","not_applicable","unknown","DB Content; subset of cyanobase",1999,17,"yes",1999,1,17,"debut"
"NAR9046",2232,"DAMPD: Dragon Antimicrobial Peptide Database","http://apps.sanbi.ac.za/dampd","yes","not_applicable","unknown","not_applicable",2012,40,"yes",2012,1,40,"debut"
"NAR9047",487,"DAtA: Database of Arabidopsis thaliana Annotation","http://baggage.stanford.edu/group/arabprotein/","no","can't be reached","not_applicable","not_applicable",2000,6,"no",2000,1,6,"debut"
"NAR9048",1532,"DB-PABP: Database of PolyAnion-Binding Proteins","http://pabp.bcf.ku.edu/DB_PABP/","no","can't be reached","not_applicable","not_applicable",2008,4,"no",2008,1,4,"debut"
"NAR9049",454,"DBcat","http://www.infobiogen.fr/services/dbcat","no","can't be reached","not_applicable","DB Content; catalog of 500 biological databases",2000,35,"no",1999,2,45,"update"
"NAR9050",2121,"DbDNV: Database of Duplicated Nucleotide Variants","http://goods.ibms.sinica.edu.tw/DNVs/","no","can't be reached","not_applicable","not_applicable",2011,10,"no",2011,1,10,"debut"
"NAR9051",1075,"DED: Database of Evolutionary Distances","http://warta.bio.psu.edu/DED/","no","can't be reached","not_applicable","not_applicable",2005,5,"no",2005,1,5,"debut"
"NAR9052",90,"DEF: Database of Expected Fold-classes","Physical; Server","not_www","not_applicable","not_applicable","Access - Other; net-node number is 193.174.48.50",1994,41,"no",1994,2,48,"debut"
"NAR9053",528,"DExH/D Protein Family Database","http://www.columbia.edu/ej67/dbhome.htm","no","not found","not_applicable","not_applicable",2000,34,"no",2000,1,34,"debut"
"NAR9054",1130,"DHS: Dictionary of Homologous Superfamilies","http://www.biochem.ucl.ac.uk/bsm/dhs/","yes","not_applicable","2004","not_applicable",2005,69,"yes",2005,1,69,"debut"
"NAR9055",224,"Directory of P450-containing Systems","http://www.icgeb.trieste.it/p450/","yes","not_applicable","unknown","not_applicable",1997,5,"yes",1997,1,5,"debut"
"NAR9056",1249,"DMAPS: Database of Multiple Alignments for Protein Structures","http://bioinformatics.albany.edu/~dmaps","no","forbidden","not_applicable","not_applicable",2006,4,"no",2006,1,4,"debut"
"NAR9057",685,"DT40","http://genetics.hpi.uni-hamburg.de/dt40.html","no","can't be reached","not_applicable","not_applicable",2002,26,"no",2002,1,26,"debut"
"NAR9058",1037,"EASED: Extended Alternatively Spliced EST Database","http://eased.bioinf.mdc-berlin.de/","no","can't be reached","not_applicable","not_applicable",2004,43,"no",2004,1,43,"debut"
"NAR9059",572,"EMBL-EBI CluSTr","http://www.ebi.ac.uk/clustr","no","not found","not_applicable","not_applicable",2001,87,"no",2001,1,87,"debut"
"NAR9060",1259,"EMBL-EBI E-MSD: Macromolecular Structure Database","http://www.ebi.ac.uk/msd/","yes","not_applicable","2016","Access - Transfer/Redirect; redirects to PDB Europe",2006,31,"yes",2003,4,253,"update"
"NAR9062",2289,"EMBL-EBI Identifiers.org","http://identifiers.org","yes","not_applicable","unknown","not_applicable",2012,36,"yes",2012,1,36,"debut"
"NAR9063",1965,"EMBL-EBI IntAct","http://www.ebi.ac.uk/intact","yes","not_applicable","unknown","not_applicable",2010,428,"yes",2004,4,1884,"update"
