"db_id","resource_name","status","debut_yr","total_articles","total_citations","start","transition"
"MBDC1466","NAPP: Nucleic Acid Phylogenetic Profiling","yes",2012,1,7,"online_start","online_only"
"MBDC1467","VIRsiRNAdb","yes",2012,1,18,"online_start","online_only"
"MBDC1468","CharProtDB: Characterized Protein Database","yes",2012,1,17,"online_start","online_only"
"MBDC1469","PSP: PhosphoSitePlus","no",2012,2,755,"online_start","online_only"
"MBDC1470","BDB: Biopanning Data Bank","yes",2012,2,45,"online_start","online_only"
"MBDC1471","SitEx","yes",2012,1,2,"online_start","online_only"
"MBDC1472","BYKdb: Bacterial protein tYrosine Kinase database ","yes",2012,1,14,"online_start","online_only"
"MBDC1473","ConoServer","yes",2012,1,87,"online_start","online_only"
"MBDC1474","Death Domain Database","yes",2012,1,14,"online_start","online_only"
"MBDC1475","HIstome","yes",2012,1,40,"online_start","online_only"
"MBDC1476","TopFIND","yes",2012,2,42,"online_start","online_only"
"MBDC1477","MIPModDB","yes",2012,1,15,"online_start","online_only"
"MBDC1478","OPM: Orientations of Proteins in Membranes","yes",2012,1,137,"online_start","online_only"
"MBDC1479","Polbase","yes",2012,1,6,"online_start","online_only"
"MBDC1480","ProGlycProt","yes",2012,1,11,"online_start","online_only"
"MBDC1481","ProRepeat","no",2012,1,7,"online_start","online_only"
"MBDC1482","BitterDB","yes",2012,1,49,"online_start","online_only"
"MBDC1483","COD: Crystallography Open Database","yes",2012,1,88,"online_start","online_only"
"MBDC1484","SCRIPDB: Syntheses Chemicals and Reactions In Patents Database ","yes",2012,1,5,"online_start","online_only"
"MBDC1485","MINAS: Metal Ions in Nucleic AcidS","yes",2012,1,17,"online_start","online_only"
"MBDC1486","RNA CoSSMos: Characterization of Secondary Structure Motifs","yes",2012,1,19,"online_start","online_only"
"MBDC1487","PDBj: Protein Data Bank Japan","yes",2012,1,58,"online_start","online_only"
"MBDC1488","AH-DB: Apo–Holo DataBase","yes",2012,1,7,"online_start","online_only"
"MBDC1489","CAPS-DB","yes",2012,1,2,"online_start","online_only"
"MBDC1490","ccPDB: Compilation and Creation of datasets from PDB","yes",2012,1,11,"online_start","online_only"
"MBDC1491","Cube-DB","yes",2012,1,3,"online_start","online_only"
"MBDC1492","DARC site: Database of Aligned Ribosomal Complexes","yes",2012,1,4,"online_start","online_only"
"MBDC1493","DOMMINO: Database of Macromolecular Interactions","no",2012,1,10,"online_start","online_only"
"MBDC1494","IDEAL: Intrinsically Disordered proteins with Extensive Annotations and Literature","yes",2012,2,46,"online_start","online_only"
"MBDC1495","IndelFR: Insertion/deletion Flanking Region Database","no",2012,1,9,"online_start","online_only"
"MBDC1496","NRG-CING: NMR Restraints Grid - Common Interface for NMR structure Generation","no",2012,1,24,"online_start","online_only"
"MBDC1497","STAP: Statistical Torsion Angle Potential","yes",2012,1,17,"online_start","online_only"
"MBDC1498","Pocketome","yes",2012,1,46,"online_start","online_only"
"MBDC1499","PoSSuM: Pocket Similarity Search using Multiple-sketches","yes",2012,2,24,"online_start","online_only"
"MBDC1500","ProtChemSI: Protein Chemical Structural Interactions","yes",2012,1,10,"online_start","online_only"
"MBDC1501","PSCDB: Protein Structural Change DataBase ","yes",2012,1,17,"online_start","online_only"
"MBDC1502","EMBL-EBI MIRIAM: Minimum Information Required in the Annotation of Models Registry","yes",2012,1,36,"online_start","online_only"
"MBDC1503","LANL HFV/Ebola Database","yes",2012,1,5,"online_start","online_only"
"MBDC1504","BuG@Sbase: Bacterial Microarray Group at St George's Database","yes",2012,1,1,"online_start","online_only"
"MBDC1505","DBETH: Database for Bacterial ExoToxin","yes",2012,1,16,"online_start","online_only"
"MBDC1506","ICEberg: Integrative and Conjugative Elements","yes",2012,1,49,"online_start","online_only"
"MBDC1507","ProOpDB: PROkaryotic OPeron DataBase","yes",2012,1,50,"online_start","online_only"
"MBDC1508","ProPortal","yes",2012,1,16,"online_start","online_only"
"MBDC1509","FungiDB","yes",2012,1,50,"online_start","online_only"
"MBDC1510","PhenoM","yes",2012,1,7,"online_start","online_only"
"MBDC1511","PomBase","yes",2012,2,134,"online_start","online_only"
"MBDC1512","EMBL-EBI Rhea","yes",2012,2,41,"online_start","online_only"
"MBDC1513","UniPathway","no",2012,1,42,"online_start","online_only"
"MBDC1514","Equilibrator","yes",2012,1,69,"online_start","online_only"
"MBDC1515","FunTree","yes",2012,2,18,"online_start","online_only"
"MBDC1516","SABIO-RK","yes",2012,1,63,"online_start","online_only"
"MBDC1517","Selectome","yes",2009,2,38,"online_start","online_only"
"MBDC1518","iPAVS: Integrated Pathway Resources, Analysis and Visualization System ","yes",2012,1,10,"online_start","online_only"
"MBDC1519","MMMDB: Mouse Multiple tissue Metabolome Database","yes",2012,1,15,"online_start","online_only"
"MBDC1520","YMDB","yes",2012,1,58,"online_start","online_only"
"MBDC1521","FunCoup: Functional Coupling","yes",2012,2,64,"online_start","online_only"
"MBDC1522","HotRegion","yes",2008,2,111,"online_start","online_only"
"MBDC1523","InterEvol database","no",2012,1,15,"online_start","online_only"
"MBDC1524","PINA: Protein Interaction Network Analysis","yes",2012,1,98,"online_start","online_only"
"MBDC1525","PN: Predictive Networks","no",2012,1,20,"online_start","online_only"
"MBDC1526","Newt-omics","yes",2012,1,13,"online_start","online_only"
"MBDC1527","OGEE: Online GEne Essentiality database","yes",2012,1,62,"online_start","online_only"
"MBDC1528","zfishbook","yes",2012,1,10,"online_start","online_only"
"MBDC1529","HaploReg","yes",2012,2,551,"online_start","online_only"
"MBDC1530","Disease Ontology","yes",2012,2,215,"online_start","online_only"
"MBDC1531","canSAR","yes",2012,3,69,"online_start","online_only"
"MBDC1532","COLT-Cancer","no",2012,1,25,"online_start","online_only"
"MBDC1533","IGDB.NSCLC: Integrated Genomic Database of Non-Small Cell Lung Cancer","yes",2012,1,9,"online_start","online_only"
"MBDC1534","SCDE: Stem Cell Discovery Engine","yes",2012,1,13,"online_start","online_only"
"MBDC1535","UMD-BRCA1","no",2012,1,12,"online_start","online_only"
"MBDC1536","ADHDgene","yes",2012,1,19,"online_start","online_only"
"MBDC1537","AutismKB","yes",2012,1,66,"online_start","online_only"
"MBDC1538","NCBI BGMUT: Blood Group Antigen Gene Mutation Database","yes",2012,1,46,"online_start","online_only"
"MBDC1539","DiseaseMeth","yes",2012,1,35,"online_start","online_only"
"MBDC1540","DistiLD database","yes",2012,1,14,"online_start","online_only"
"MBDC1541","Dr.VIS: Viral Integration Sites ","yes",2012,2,15,"online_start","online_only"
"MBDC1542","GWASdb","yes",2012,2,80,"online_start","online_only"
"MBDC1543","SpliceDisease database","no",2012,1,24,"online_start","online_only"
"MBDC1544","GeneWeaver","yes",2012,2,42,"online_start","online_only"
"MBDC1545","modMine","yes",2012,1,43,"online_start","online_only"
"MBDC1546","RecountDB","no",2012,1,0,"online_start","online_only"
"MBDC1547","MOPED: Multi-Omics Profiling Expression Database","no",2012,2,71,"online_start","online_only"
"MBDC1548","EMBL-EBI ChEMBL","yes",2012,2,1201,"online_start","online_only"
"MBDC1549","Human OligoGenome Resource","no",2012,1,1,"online_start","online_only"
"MBDC1550","MitoMiner","yes",2012,2,55,"online_start","online_only"
"MBDC1551","Phytozome","yes",2012,1,802,"online_start","online_only"
"MBDC1552","PlantNATsDB: Natural Antisense Transcripts DataBase","yes",2012,1,23,"online_start","online_only"
"MBDC1553","PLEXdb","yes",2012,1,134,"online_start","online_only"
"MBDC1554","Plantmetabolomics.org","no",2012,1,11,"online_start","online_only"
"MBDC1555","LegumeIP","yes",2012,2,30,"online_start","online_only"
"MBDC1556","DIGIT: Database of Immunoglobulins with Integrated Tools","yes",2012,1,19,"online_start","online_only"
"MBDC1557","DNAtraffic","yes",2012,1,2,"online_start","online_only"
"MBDC1558","ExoCarta","yes",2012,1,261,"online_start","online_only"
"MBDC1560","MetaBase","no",2012,1,14,"online_start","online_only"
"MBDC1561","GONUTS: Gene Ontology Normal Usage Tracking System","yes",2012,1,14,"online_start","online_only"
"MBDC1562","EcoliWiki","yes",2012,1,19,"online_start","online_only"
"MBDC1563","SubtiWiki","yes",2012,3,66,"online_start","online_only"
"MBDC1564","959 Nematode Genomes","yes",2012,1,21,"online_start","online_only"
"MBDC1565","WikiPathways","yes",2012,2,229,"online_start","online_only"
"MBDC1566","SNPedia","yes",2012,1,50,"online_start","online_only"
"MBDC1567","SEQanswers wiki","yes",2012,1,22,"online_start","online_only"
"MBDC1569","EMBL-EBI DGVa","yes",2013,1,21,"online_start","online_only"
"MBDC1570","NCBI ClinVar","yes",2014,2,380,"online_start","online_only"
"MBDC1571","TFClass: Transcription Factor Classification","yes",2013,2,48,"online_start","online_only"
"MBDC1572","MonarchBase","yes",2013,1,20,"online_start","online_only"
"MBDC1573","OrtholugeDB","yes",2013,1,23,"online_start","online_only"
"MBDC1574","2P2Idb","yes",2013,1,62,"online_start","online_only"
"MBDC1575","MetalPDB","yes",2013,1,24,"online_start","online_only"
"MBDC1576","SecReT4","yes",2013,1,22,"online_start","online_only"
"MBDC1577","RhesusBase","yes",2013,1,13,"online_start","online_only"
"MBDC1578","PlantRNA","yes",2013,1,15,"online_start","online_only"
"MBDC1579","LncRNADisease","yes",2013,1,161,"online_start","online_only"
"MBDC1580","LAMP: Library of Apicomplexan Metabolic Pathways","yes",2013,1,17,"online_start","online_only"
"MBDC1581","GenomeRNAi","yes",2007,3,104,"online_start","online_only"
"MBDC1585","Dfam: Database of repetitive DNA Families","yes",2013,2,53,"online_start","online_only"
"MBDC1586","SINEBase","yes",2013,1,24,"online_start","online_only"
"MBDC1587","UCNEbase: Ultra-Conserved Non-coding Elements database","yes",2013,1,19,"online_start","online_only"
"MBDC1588","APPRIS","yes",2013,1,33,"online_start","online_only"
"MBDC1589","ChiTaRS: Chimeric Transcripts and RNA-Seq","yes",2013,2,26,"online_start","online_only"
"MBDC1591","HEXEvent: Human EXon splicing EVENTs","no",2013,1,14,"online_start","online_only"
"MBDC1592","SpliceAid-F","no",2013,1,19,"online_start","online_only"
"MBDC1593","Spliceosome database","yes",2013,1,17,"online_start","online_only"
"MBDC1594","ChIPBase","no",2013,1,122,"online_start","online_only"
"MBDC1595","ENCODE Factorbook","yes",2013,1,61,"online_start","online_only"
"MBDC1596","HOCOMOCO: HOmo sapiens COmprehensive MOdel Collection","yes",2013,2,56,"online_start","online_only"
"MBDC1597","BSRD: Bacterial Small Regulatory RNA Database","no",2013,1,25,"online_start","online_only"
"MBDC1598","DIANA-LncBase: Long non-coding RNAs","yes",2013,2,93,"online_start","online_only"
"MBDC1599","LNCipedia","yes",2013,2,181,"online_start","online_only"
"MBDC1600","SomamiR","yes",2013,2,31,"online_start","online_only"
"MBDC1601","YM500","yes",2013,2,32,"online_start","online_only"
"MBDC1602","EProS: Energy PROfile Suite","yes",2013,1,2,"online_start","online_only"
"MBDC1603","SwissSidechain","yes",2013,1,21,"online_start","online_only"
"MBDC1604","TOPPR: The Online Protein Processing Resource","no",2013,1,8,"online_start","online_only"
"MBDC1605","ValidNESs","yes",2013,1,28,"online_start","online_only"
"MBDC1606","CyanoLyase","yes",2013,1,9,"online_start","online_only"
"MBDC1607","DoBISCUIT: Database of BIoSynthesis clusters CUrated and InTegrated","yes",2013,1,23,"online_start","online_only"
"MBDC1608","EENdb: Engineered Endonuclease Database","yes",2013,1,34,"online_start","online_only"
"MBDC1609","KIDFamMap: Kinase Inhibitor Disease FAMily MAPs ","yes",2013,1,8,"online_start","online_only"
"MBDC1610","UUCD: Ubiquitin and Ubiquitin-like Conjugation Database","yes",2013,1,21,"online_start","online_only"
"MBDC1611","GFDB: Glycan Fragment Database","yes",2013,1,14,"online_start","online_only"
"MBDC1612","Voronoia4RNA","yes",2013,1,2,"online_start","online_only"
"MBDC1613","D2P2: Database of Disordered Protein Prediction","yes",2013,1,88,"online_start","online_only"
"MBDC1614","Genome3D","no",2013,2,30,"online_start","online_only"
"MBDC1615","SIFTS: Structure Integration with Function Taxonomy and Sequences","yes",2013,1,52,"online_start","online_only"
"MBDC1616","DcGO: Domain-centric Gene Ontologies","yes",2013,1,30,"online_start","online_only"
"MBDC1617","DGA: Disease and Gene Annotations","yes",2013,1,25,"online_start","online_only"
"MBDC1618","HBVdb: Hepatitis B Virus database","yes",2013,1,21,"online_start","online_only"
"MBDC1619","PaVE: PApillomaVirus Episteme","yes",2013,1,44,"online_start","online_only"
"MBDC1620","MetaMicrobesOnline","yes",2013,1,5,"online_start","online_only"
"MBDC1621","SEVA: Standard European Vector Architecture","yes",2013,2,103,"online_start","online_only"
"MBDC1622","PR2: Protist Ribosomal Reference","no",2013,1,103,"online_start","online_only"
"MBDC1623","NetwoRx","yes",2013,1,3,"online_start","online_only"
"MBDC1624","WDDD: Worm Developmental Dynamics Database","yes",2013,1,5,"online_start","online_only"
"MBDC1625","WormQTL","yes",2013,1,17,"online_start","online_only"
"MBDC1626","EMBL-EBI Enzyme Portal","yes",2013,1,3,"online_start","online_only"
"MBDC1627","ClusterMine360","yes",2013,1,28,"online_start","online_only"
"MBDC1628","ECMDB: E. coli Metabolome Database","yes",2013,2,36,"online_start","online_only"
"MBDC1629","MetaboLights","yes",2013,1,119,"online_start","online_only"
"MBDC1630","RNApathwaysDB","yes",2013,1,5,"online_start","online_only"
"MBDC1631","WholeCellKB","no",2013,1,14,"online_start","online_only"
"MBDC1632","PrePPI: PREdiction Protein-Protein Interactions","yes",2013,1,65,"online_start","online_only"
"MBDC1633","PTMcode","yes",2013,2,61,"online_start","online_only"
"MBDC1634","SynSysNet","yes",2013,1,16,"online_start","online_only"
"MBDC1635","TissueNet","yes",2013,1,25,"online_start","online_only"
"MBDC1636","Quorumpeps database","yes",2013,1,32,"online_start","online_only"
"MBDC1637","H2DB","yes",2013,1,1,"online_start","online_only"
"MBDC1638","NHPRTR: Non-Human Primate Reference Transcriptome Resource","yes",2013,2,33,"online_start","online_only"
"MBDC1639","OikoBase","yes",2013,1,12,"online_start","online_only"
"MBDC1640","ZInC: Zebrafish Insertion Collection","yes",2013,1,17,"online_start","online_only"
"MBDC1641","NCBI GTR: Genetic Testing Registry","yes",2013,1,29,"online_start","online_only"
"MBDC1642","NCBI DbVar","yes",2013,1,21,"online_start","online_only"
"MBDC1643","CellLineNavigator","yes",2013,1,9,"online_start","online_only"
"MBDC1644","TSGene: Tumor Suppressor Gene","no",2013,2,129,"online_start","online_only"
"MBDC1645","CircaDB","yes",2013,1,59,"online_start","online_only"
"MBDC1646","BloodSpot","yes",2016,1,4,"online_start","online_only"
"MBDC1647","METscout","yes",2013,1,4,"online_start","online_only"
"MBDC1648","SpermatogenesisOnline","no",2013,1,6,"online_start","online_only"
"MBDC1649","CIL: Cell Image Library","yes",2013,1,12,"online_start","online_only"
"MBDC1650","TCMID: Traditional Chinese Medicine Integrative Database","yes",2013,1,56,"online_start","online_only"
"MBDC1651","BioLiP","yes",2013,1,63,"online_start","online_only"
"MBDC1652","G4LDB","no",2013,1,28,"online_start","online_only"
"MBDC1653","GDSC: Genomics of Drug Sensitivity in Cancer","yes",2013,1,148,"online_start","online_only"
"MBDC1654","NPACT: Naturally occurring Plant-based Anti-cancer Compound-activity-Target database","yes",2013,1,38,"online_start","online_only"
"MBDC1655","StreptomeDB","yes",2013,2,27,"online_start","online_only"
"MBDC1656","SwissBioisostere","yes",2013,1,27,"online_start","online_only"
"MBDC1657","PGDD: Plant Genome Duplication Database","yes",2013,1,108,"online_start","online_only"
"MBDC1658","PIECE: Plant Intron and Exon Comparison and Evolution ","yes",2013,1,16,"online_start","online_only"
"MBDC1659","OrysPSSP","yes",2013,1,5,"online_start","online_only"
"MBDC1660","RiceFREND: Functionally Related gene Expression Network Database","yes",2013,1,28,"online_start","online_only"
"MBDC1661","NCBI Clone DB","yes",2013,1,5,"online_start","online_only"
"MBDC1662","LUCApedia","yes",2013,1,10,"online_start","online_only"
"MBDC1663","NCBI Bookshelf","yes",2013,1,1,"online_start","online_only"
"MBDC1664","DoriC: Database of oriC regions","yes",2013,1,50,"online_start","online_only"
"MBDC1665","NPIDB: Nucleic acid Protein Interaction DataBase","yes",2013,2,24,"online_start","online_only"
"MBDC1666","MicroScope","yes",2013,1,98,"online_start","online_only"
"MBDC1667","FlyAtlas","yes",2013,1,53,"online_start","online_only"
"MBDC1668","GenColors","yes",2013,1,3,"online_start","online_only"
"MBDC1669","Genomicus","yes",2013,2,86,"online_start","online_only"
"MBDC1670","Allen Brain Atlas","yes",2013,1,67,"online_start","online_only"
"MBDC1671","InnateDB","yes",2013,1,103,"online_start","online_only"
"MBDC1672","BioGPS","yes",2013,2,53,"online_start","online_only"
"MBDC1673","Darned: DAtabase of RNa Editing","yes",2013,1,24,"online_start","online_only"
"MBDC1674","UORFdb: upstream Open Reading Frame database","yes",2014,1,18,"online_start","online_only"
"MBDC1675","BloodChIP","yes",2014,1,12,"online_start","online_only"
"MBDC1676","CollecTF","yes",2014,1,19,"online_start","online_only"
"MBDC1677","DPRP: Database of Phenotype-specific Regulatory Programs","yes",2014,1,0,"online_start","online_only"
"MBDC1678","OnTheFly","yes",2014,1,9,"online_start","online_only"
"MBDC1679","TFBSshape: Transcription Factor Binding Sites ","yes",2014,1,41,"online_start","online_only"
"MBDC1680","HMDD: Human microRNA Disease Database","yes",2014,1,66,"online_start","online_only"
"MBDC1681","RADAR: Rigorously Annotated Database of A-to-i RNA editing","yes",2014,1,61,"online_start","online_only"
"MBDC1682","MPPD: Membrane Protein Packing Database ","yes",2014,1,3,"online_start","online_only"
"MBDC1683","HRaP: HomoRepeats and Patterns","yes",2014,1,8,"online_start","online_only"
"MBDC1684","IPfam","yes",2014,1,50,"online_start","online_only"
"MBDC1685","LenVarDB","yes",2014,1,3,"online_start","online_only"
"MBDC1686","Hemolytik","yes",2014,1,21,"online_start","online_only"
"MBDC1687","MVOC: Microbial Volatile Organic Compounds","yes",2014,1,48,"online_start","online_only"
"MBDC1688","RNA Bricks","yes",2014,1,14,"online_start","online_only"
"MBDC1689","SMMRNA: Small Molecule Modulators of RNA","yes",2014,1,8,"online_start","online_only"
"MBDC1690","PE-DB: Protein Ensemble Database","yes",2014,1,62,"online_start","online_only"
"MBDC1691","RepeatsDB","yes",2014,1,23,"online_start","online_only"
"MBDC1692","HPO: Human Phenotype Ontology","yes",2014,1,180,"online_start","online_only"
"MBDC1693","NeXO Web","yes",2014,1,8,"online_start","online_only"
"MBDC1694","BacDive: Bacterial Diversity Metadatabase","yes",2014,2,9,"online_start","online_only"
"MBDC1695","EMBL-EBI Metagenomics","yes",2014,2,38,"online_start","online_only"
"MBDC1696","GGBN: Global Genome Biodiversity Network","yes",2014,1,15,"online_start","online_only"
"MBDC1697","LPSN: List of Prokaryotic names with Standing in Nomenclature","yes",2014,1,199,"online_start","online_only"
"MBDC1698","MetaRef","yes",2014,1,14,"online_start","online_only"
"MBDC1699","POGO-DB","yes",2014,1,6,"online_start","online_only"
"MBDC1700","HoPaCI-DB: Host-Pseudomonas and Coxiella Interaction database","yes",2014,1,8,"online_start","online_only"
"MBDC1701","PortEco: Portal for E COli research","no",2014,1,12,"online_start","online_only"
"MBDC1702","SporeWeb","yes",2014,1,10,"online_start","online_only"
"MBDC1703","LoQAtE: Localization and Quantitation ATlas of yeast proteomE","yes",2014,1,11,"online_start","online_only"
"MBDC1704","JGI MycoCosm","yes",2012,2,318,"online_start","online_only"
"MBDC1705","YeastNet","yes",2014,1,20,"online_start","online_only"
"MBDC1706","EKPD: Eukaryotic Kinases and Phosphatases Database","yes",2014,1,13,"online_start","online_only"
"MBDC1707","MultitaskProtDB","yes",2014,1,22,"online_start","online_only"
"MBDC1708","SFLD: Structure Function Linkage Database","yes",2014,1,54,"online_start","online_only"
"MBDC1709","CR: Chromatin Regulator Cistrome","yes",2014,1,10,"online_start","online_only"
"MBDC1710","KBDOCK","yes",2014,1,8,"online_start","online_only"
"MBDC1711","IMPC: International Mouse Phenotyping Consortium Web Portal","yes",2014,1,48,"online_start","online_only"
"MBDC1712","Manteia","yes",2014,1,11,"online_start","online_only"
"MBDC1713","TISdb: Translation Initiation Site database","yes",2014,1,19,"online_start","online_only"
"MBDC1714","WormQTLHD","yes",2014,1,9,"online_start","online_only"
"MBDC1715","GWIPS-viz: Genome Wide Information on Protein Synthesis","yes",2014,1,28,"online_start","online_only"
"MBDC1716","LGR: Locus Reference Genomic","yes",2014,1,17,"online_start","online_only"
"MBDC1717","ExoLocator","no",2014,1,5,"online_start","online_only"
"MBDC1718","AgeFactDB: JenAge Ageing Factor Database","yes",2014,1,8,"online_start","online_only"
"MBDC1719","NCBI DbGaP: Database of Genotypes and Phenotypes","yes",2014,1,49,"online_start","online_only"
"MBDC1720","1000 Genomes Selection Browser","yes",2014,1,33,"online_start","online_only"
"MBDC1721","DGV: Database of Genomic Variants","yes",2014,1,191,"online_start","online_only"
"MBDC1722","DbPSHP: Database of Recent Positive Selection across Human Populations","yes",2014,1,14,"online_start","online_only"
"MBDC1723","DECIPHER: DatabasE of genomiC varIation and Phenotype in Humans using Ensembl Resources","yes",2014,1,45,"online_start","online_only"
"MBDC1724","InvFEST","yes",2014,1,13,"online_start","online_only"
"MBDC1725","Lynx","yes",2014,2,10,"online_start","online_only"
"MBDC1726","NECTAR: Non-synonymous Enriched Coding muTation Archive","yes",2014,1,0,"online_start","online_only"
"MBDC1727","NHGRI GWAS Catalog","yes",2014,1,622,"online_start","online_only"
"MBDC1728","Progenetix","yes",2014,1,8,"online_start","online_only"
"MBDC1729","rVarBase","yes",2016,1,1,"online_start","online_only"
"MBDC1731","COLOMBOS","yes",2014,2,15,"online_start","online_only"
"MBDC1732","PPD: Plasma Proteome Database","yes",2014,1,64,"online_start","online_only"
"MBDC1733","CellFinder","yes",2014,1,4,"online_start","online_only"
"MBDC1734","Network Portal","yes",2014,1,10,"online_start","online_only"
"MBDC1735","AVPdb: Antiviral Peptides Database","yes",2014,1,19,"online_start","online_only"
"MBDC1736","BacMet","yes",2014,1,21,"online_start","online_only"
"MBDC1737","IUPHAR/BPS Guide to PHARMACOLOGY","yes",2009,5,1044,"online_start","online_only"
"MBDC1738","SuperPain","yes",2014,1,2,"online_start","online_only"
"MBDC1739","Transformer Database","yes",2014,1,9,"online_start","online_only"
"MBDC1740","MitoBreak","yes",2014,1,8,"online_start","online_only"
"MBDC1741","GoMapMan","yes",2014,1,14,"online_start","online_only"
"MBDC1742","P-MITE: Plant Miniature Inverted-repeat Transposable Elements","yes",2014,1,19,"online_start","online_only"
"MBDC1743","MCDRP: Manually Curated Database of Rice Proteins","no",2014,1,6,"online_start","online_only"
"MBDC1744","IC4R: Information Commons for Rice","yes",2016,1,0,"online_start","online_only"
"MBDC1745","CottonGen","yes",2014,1,23,"online_start","online_only"
"MBDC1746","SoyKB: Soybean Knowledge Base","no",2014,1,23,"online_start","online_only"
"MBDC1747","BNAber: Broadly Neutralizing Antibodies Electronic Resources","yes",2014,1,20,"online_start","online_only"
"MBDC1748","SAbDab","yes",2014,1,28,"online_start","online_only"
"MBDC1760","miRDB","yes",2015,1,83,"online_start","online_only"
"MBDC1761","APASdb: Alternative PolyAdenylation Sites Database","yes",2015,1,6,"online_start","online_only"
"MBDC1762","euL1db: European L1HS Database","yes",2015,1,9,"online_start","online_only"
"MBDC1763","MethBank","yes",2015,1,2,"online_start","online_only"
"MBDC1764","GBshape","yes",2015,1,9,"online_start","online_only"
"MBDC1765","TTSMI: Triplex Target DNA Site Mapping and Integration","yes",2015,1,3,"online_start","online_only"
"MBDC1766","RNAcentral","yes",2015,1,5,"online_start","online_only"
"MBDC1767","lncRNASNP","no",2015,1,27,"online_start","online_only"
"MBDC1768","LncRNAWiki","yes",2015,1,9,"online_start","online_only"
"MBDC1769","LncRNA2Target","no",2015,1,16,"online_start","online_only"
"MBDC1770","tRFdb: transfer RNA Fragments database","yes",2015,1,9,"online_start","online_only"
"MBDC1771","MeT-DB: MethylTranscriptome DataBase","yes",2015,1,6,"online_start","online_only"
"MBDC1772","NrichD database","yes",2015,1,3,"online_start","online_only"
"MBDC1773","MobiDB","yes",2015,1,39,"online_start","online_only"
"MBDC1774","KnotProt","yes",2015,1,24,"online_start","online_only"
"MBDC1775","MoonProt","yes",2015,1,21,"online_start","online_only"
"MBDC1776","RaftProt","yes",2015,1,10,"online_start","online_only"
"MBDC1777","WDSPdb: WD40-repeat protein Structure Predictor database","yes",2015,1,9,"online_start","online_only"
"MBDC1778","SASBDB: Small-Angle Scattering Biological Data Bank ","yes",2015,1,30,"online_start","online_only"
"MBDC1779","ValidatorDB","yes",2015,1,6,"online_start","online_only"
"MBDC1780","Platinum","yes",2015,1,4,"online_start","online_only"
"MBDC1781","Sc-PDB","no",2015,1,14,"online_start","online_only"
"MBDC1783","PyigClassify","yes",2015,1,7,"online_start","online_only"
"MBDC1784","EMBL-EBI Complex Portal","yes",2015,1,7,"online_start","online_only"
"MBDC1785","ComPPI: Compartmentalized Protein-Protein Interaction Database","yes",2015,1,10,"online_start","online_only"
"MBDC1786","DbSNO: Database of S-nitrosylation","yes",2015,1,11,"online_start","online_only"
"MBDC1787","ProteomeScout","yes",2015,1,5,"online_start","online_only"
"MBDC1788","DEPOD: human DEPhOsphorylation Database ","yes",2015,1,8,"online_start","online_only"
"MBDC1789","CeCaFDB: Central Carbon Metabolic Flux Database","yes",2015,1,6,"online_start","online_only"
"MBDC1790","Cfam: Chemical Families Database","no",2015,1,1,"online_start","online_only"
"MBDC1791","ViRBase","yes",2015,1,15,"online_start","online_only"
"MBDC1792","GenoBase","no",2015,1,5,"online_start","online_only"
"MBDC1793","TrypanoCyc","yes",2015,1,4,"online_start","online_only"
"MBDC1794","i5k Workspace@NAL","yes",2015,1,14,"online_start","online_only"
"MBDC1795","iBeetle-Base","yes",2015,1,18,"online_start","online_only"
"MBDC1796","SuperFly","yes",2015,1,6,"online_start","online_only"
"MBDC1797","DBTMEE: Database of Transcriptome in Mouse Early Embryos","yes",2015,1,5,"online_start","online_only"
"MBDC1798","DoGSD: Dog Genome SNP Database","yes",2015,1,4,"online_start","online_only"
"MBDC1800","ArrayMap","yes",2015,1,2,"online_start","online_only"
"MBDC1801","BCCTBbp: Breast Cancer Campaign Tissue Bank bioinformatics portal","yes",2015,1,3,"online_start","online_only"
"MBDC1802","CancerPPD","yes",2015,1,19,"online_start","online_only"
"MBDC1803","CCGD: Candidate Cancer Gene Database","yes",2015,1,10,"online_start","online_only"
"MBDC1804","CMPD: Cancer Mutant Proteome Database","yes",2015,1,2,"online_start","online_only"
"MBDC1805","Cancer3D","yes",2015,1,7,"online_start","online_only"
"MBDC1806","MethHC: METHylation and gene expression in Human Cancer","yes",2015,1,26,"online_start","online_only"
"MBDC1807","VaDE: VarySysDB Disease Edition","yes",2015,1,2,"online_start","online_only"
"MBDC1808","DAA: Digital Ageing Atlas","yes",2015,1,12,"online_start","online_only"
"MBDC1809","DDMGD: Dragon Database for Methylated Genes and Diseases","yes",2015,1,0,"online_start","online_only"
"MBDC1810","EpilepsyGene","yes",2015,1,2,"online_start","online_only"
"MBDC1811","Organ System Heterogeneity DB","yes",2015,1,0,"online_start","online_only"
"MBDC1812","ADReCS: dverse Drug Reaction Classification System","yes",2015,1,5,"online_start","online_only"
"MBDC1813","Open TG-GATEs","no",2015,1,26,"online_start","online_only"
"MBDC1814","NutriChem","yes",2015,1,1,"online_start","online_only"
"MBDC1815","EHFPI: Essential Host Factors for Pathogenic Infection","yes",2015,1,1,"online_start","online_only"
"MBDC1816","AHTPDB: Antihypertensive Peptides Database","yes",2015,1,10,"online_start","online_only"
"MBDC1817","PubAngioGen","yes",2015,1,2,"online_start","online_only"
"MBDC1818","PLAZA","yes",2015,1,44,"online_start","online_only"
"MBDC1819","Plastid-LCGbase: Lineage-based Conserved Gene-pair Database","yes",2015,1,2,"online_start","online_only"
