"db_id","article_id","resource_name","access","available","unavailable_message","available_update_date","notes","article_year","citations","status","debut_yr","total_articles","total_citations","article_status","issue_rank","issue_percent_rank","ave_issue_percent_rank","quartile"
"MBDC1371",1983,"Gene Wiki","http://en.wikipedia.org/wiki/Portal:Gene_Wiki","yes","not_applicable","2016","not_applicable",2010,54,"yes",2010,2,79,"debut",76,0.437037037037037,0.4003367003367,3
"MBDC1366",1968,"PepX","http://pepx.switchlab.org","no","service unavailable","not_applicable","Access - Failure Notes; “It works! This is the default web page for this server. The web server software is running but no content has been added, yet.”",2010,53,"no",2010,1,53,"debut",77,0.42962962962963,0.42962962962963,3
"MBDC1363",1963,"NCBI IBIS: Inferred Biomolecular Interaction Server","http://www.ncbi.nlm.nih.gov/Structure/ibis/ibis.html","yes","not_applicable","unknown","not_applicable",2010,52,"yes",2010,2,84,"debut",78,0.422222222222222,0.430808080808081,3
"MBDC0087",1975,"MGD: Mouse Genome Database","http://www.informatics.jax.org/","yes","not_applicable","2016","not_applicable",2010,50,"yes",1997,20,1878,"update",80,0.407407407407407,0.633001319915661,2
"MBDC0831",1894,"IRESite: Internal Ribosome Entry Site","http://www.iresite.org","yes","not_applicable","2015","Disambiguation; IRESdb and IRESite are different ""However, the databases do not overlap to any considerable degree.""",2010,50,"yes",2006,2,91,"update",79,0.414814814814815,0.38641975308642,3
"MBDC0528",1932,"MBGD: MicroBial Genome Database for comparative analysis","http://mbgd.genome.ad.jp/","yes","not_applicable","2015","not_applicable",2010,47,"yes",2003,5,215,"update",81,0.4,0.487414559125085,3
"MBDC0001",1926,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2010,44,"yes",1997,19,586,"update",82,0.392592592592593,0.369554033710743,3
"MBDC1383",2006,"T3DB: Toxin and Toxin-Target Database","http://www.t3db.org","yes","not_applicable","unknown","not_applicable",2010,43,"yes",2010,2,56,"debut",83,0.385185185185185,0.385185185185185,3
"MBDC0803",2011,"ChimerDB","http://ercsb.ewha.ac.kr/fusiongene","yes","not_applicable","unknown","not_applicable",2010,42,"yes",2006,2,67,"update",84,0.377777777777778,0.281481481481481,3
"MBDC1001",2009,"PeroxisomeDB","http://www.peroxisomeDB.org","yes","not_applicable","unknown","not_applicable",2010,42,"yes",2007,2,85,"update",85,0.37037037037037,0.423821548821549,3
"MBDC0645",1944,"CGD: Candida Genome Database","http://www.candidagenome.org/","yes","not_applicable","2016","not_applicable",2010,40,"yes",2005,5,273,"update",86,0.362962962962963,0.556555134680135,2
"MBDC1158",1947,"FlyTF","http://www.flytf.org","yes","not_applicable","unknown","not_applicable",2010,40,"yes",2010,1,40,"debut",87,0.355555555555556,0.355555555555556,3
"MBDC1064",1993,"Cyclebase","http://www.cyclebase.org","yes","not_applicable","unknown","not_applicable",2010,38,"yes",2008,3,92,"update",88,0.348148148148148,0.353218459100812,3
"MBDC0472",1920,"Gene3D","http://gene3d.biochem.ucl.ac.uk/","yes","not_applicable","2016","not_applicable",2010,36,"yes",2003,8,280,"update",89,0.340740740740741,0.394379562327619,3
"NAR9265",2015,"SALAD database","http://salad.dna.affrc.go.jp/salad/","yes","not_applicable","2012","not_applicable",2010,35,"yes",2010,1,35,"debut",90,0.333333333333333,0.333333333333333,3
"MBDC1375",1987,"HlungDB: human lung cancer database ","http://www.megabionet.org/bio/hlung","no","can't be reached","not_applicable","not_applicable",2010,34,"no",2010,1,34,"debut",91,0.325925925925926,0.325925925925926,3
"MBDC1345",1897,"HHMD: Human Histone Modification Database","http://bioinfo.hrbmu.edu.cn/hhmd","yes","not_applicable","2009","not_applicable",2010,33,"yes",2010,1,33,"debut",92,0.318518518518519,0.318518518518519,3
"MBDC1341",2022,"3D-Footprint","http://floresta.eead.csic.es/3dfootprint","yes","not_applicable","2016","not_applicable",2010,32,"yes",2010,1,32,"debut",93,0.311111111111111,0.311111111111111,3
"MBDC0591",2023,"DBTSS: DataBase of Transcriptional Start Sites","http://dbtss.hgc.jp","yes","not_applicable","2015","not_applicable",2010,31,"yes",2002,7,341,"update",95,0.296296296296296,0.403540301623184,3
"MBDC1071",1974,"EuroPhenome","http://www.EuroPhenome.org","yes","not_applicable","2014","not_applicable",2010,31,"yes",2008,2,57,"update",96,0.288888888888889,0.280808080808081,3
"NAR9077",1974,"EMPReSS","http://www.empress.har.mrc.ac.uk/","yes","not_applicable","unknown","not_applicable",2010,31,"yes",2008,2,57,"update",94,0.303703703703704,0.280194097841157,3
"MBDC0002",1937,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/ena","yes","not_applicable","2017","not_applicable",2010,29,"yes",1991,23,1469,"update",100,0.259259259259259,0.577741025455989,2
"MBDC0867",1907,"SIMAP: SImilarity MAtrix of Proteins","http://mips.gsf.de/simap/","yes","not_applicable","2015","not_applicable",2010,29,"yes",2006,4,93,"update",97,0.281481481481481,0.281994234281816,3
"MBDC1376",1990,"SelTarbase: Selective Targets database","http://www.seltarbase.org","yes","not_applicable","2013","not_applicable",2010,29,"yes",2010,1,29,"debut",99,0.266666666666667,0.266666666666667,3
"MBDC1581",1948,"GenomeRNAi","http://www.genomernai.org/","yes","not_applicable","2016","not_applicable",2010,29,"yes",2007,3,104,"update",98,0.274074074074074,0.298968855218855,3
"MBDC0685",1982,"H-InvDB: H-Invitational Database","http://www.h-invitational.jp/","yes","not_applicable","2015","not_applicable",2010,28,"yes",2008,3,98,"update",101,0.251851851851852,0.358546246781541,3
"MBDC1357",1934,"ViralORFeome","http://www.viralorfeome.com","no","can't be reached","not_applicable","not_applicable",2010,28,"no",2010,1,28,"debut",102,0.244444444444444,0.244444444444444,4
"NAR9074",1973,"EMMA: European Mouse Mutant Archive","http://www.emmanet.org","yes","not_applicable","unknown","not_applicable",2010,28,"yes",2010,1,28,"debut",103,0.237037037037037,0.237037037037037,4
"MBDC0021",1991,"RECODE","http://recode.ucc.ie","yes","not_applicable","unknown","not_applicable",2010,27,"yes",2001,3,116,"update",104,0.22962962962963,0.323410377796343,3
"MBDC0837",1938,"Megx.net","http://www.megx.net","no","unrelated site redirect","not_applicable","not_applicable",2010,27,"no",2006,2,52,"update",105,0.222222222222222,0.209876543209877,4
"MBDC1365",1962,"GWIDD: Genome WIde Docking Database","http://gwidd.bioinformatics.ku.edu","yes","not_applicable","unknown","not_applicable",2010,26,"yes",2010,1,26,"debut",106,0.214814814814815,0.214814814814815,4
"MBDC1384",2004,"BioDrugScreen","http://www.biodrugscreen.org/","no","unrelated site redirect","not_applicable","not_applicable",2010,24,"no",2010,1,24,"debut",107,0.207407407407407,0.207407407407407,4
"MBDC1361",1953,"MetaBioME","http://metasystems.riken.jp/metabiome/","yes","not_applicable","unknown","not_applicable",2010,23,"yes",2010,1,23,"debut",108,0.2,0.2,4
"NAR9196",1998,"NCBI Peptidome","http://www.ncbi.nlm.nih.gov/peptidome","yes","not_applicable","2012","Access - Archived; Peptidome was a public repository that archived tandem mass spectrometry peptide and protein identification data generated by the scientific community. This repository is now offline and is in archival mode. All data may be obtained from the Peptidome FTP site.",2010,23,"yes",2010,1,23,"debut",109,0.192592592592593,0.192592592592593,4
"MBDC0970",2019,"H-DBAS: Human-transcriptome DataBase for Alternative Splicing ","http://h-invitational.jp/h-dbas/","yes","not_applicable","2011","Naming; H-Invitational ",2010,22,"yes",2007,2,53,"update",110,0.185185185185185,0.268728956228956,3
"MBDC1379",1995,"FlyTED: Drosophila Testis Gene Expression Database","http://www.fly-ted.org/","no","can't be reached","not_applicable","not_applicable",2010,21,"no",2010,1,21,"debut",113,0.162962962962963,0.162962962962963,4
"MBDC1380",1997,"PLANdbAffy","http://affymetrix2.bioinf.fbb.msu.ru","yes","not_applicable","unknown","not_applicable",2010,21,"yes",2010,1,21,"debut",112,0.17037037037037,0.17037037037037,4
"MBDC1390",2017,"AntigenDB","http://www.imtech.res.in/raghava/antigendb","yes","not_applicable","unknown","Other; alt fail http://www.bic.uams.edu/raghava/antigendb",2010,21,"yes",2010,1,21,"debut",111,0.177777777777778,0.177777777777778,4
"NAR9243",2000,"PSI-MR: Protein Structure Initiative Material Repository","http://psimr.asu.edu","yes","not_applicable","unknown","not_applicable",2010,20,"yes",2010,1,20,"debut",114,0.155555555555556,0.155555555555556,4
"NAR9189",1914,"NBRP: National BioResource Project","http://www.nbrp.jp","yes","not_applicable","2017","not_applicable",2010,19,"yes",2010,1,19,"debut",115,0.148148148148148,0.148148148148148,4
"NAR9217",1941,"Pathema","http://pathema.jcvi.org","no","discontinued notice","not_applicable","Service Status; Note: Pathema is no longer supported and has been taken offline. If you are interested in supporting this project or a collaboration, please contact …",2010,19,"no",2010,1,19,"debut",116,0.140740740740741,0.140740740740741,4
"MBDC1022",1898,"MiCroKit","http://microkit.biocuckoo.org","yes","not_applicable","2014","not_applicable",2010,18,"yes",2010,2,22,"debut",119,0.118518518518518,0.118518518518518,4
"MBDC1075",1911,"FunSimMat: Functional Similarity Matrix","http://www.funsimmat.de","yes","not_applicable","2012","not_applicable",2010,18,"yes",2008,2,62,"update",118,0.125925925925926,0.263497722321252,3
"MBDC1373",1988,"NCG: Network for Cancer Genes","http://bio.ifom-ieo-campus.it/ncg","yes","not_applicable","unknown","not_applicable",2010,18,"yes",2010,3,47,"debut",117,0.133333333333333,0.258585858585859,3
"NAR9144",1980,"ISbrowser","http://www-genome.biotoul.fr/ISbrowser.php","yes","not_applicable","unknown","not_applicable",2010,17,"yes",2010,1,17,"debut",120,0.111111111111111,0.111111111111111,4
"MBDC1354",1918,"ComSin","http://antares.protres.ru/comsin/","yes","not_applicable","unknown","not_applicable",2010,16,"yes",2010,1,16,"debut",121,0.103703703703704,0.103703703703704,4
"MBDC1353",1919,"fPOP: footprinting Pockets Of Proteins","http://pocket.uchicago.edu/fpop/","no","can't be reached","not_applicable","not_applicable",2010,15,"no",2010,1,15,"debut",122,0.0962962962962963,0.0962962962962963,4
"MBDC1293",1961,"Dynamic Proteomics","http://www.dynamicproteomics.net","no","can't be reached","not_applicable","not_applicable",2010,14,"no",2010,1,14,"debut",123,0.0888888888888889,0.0888888888888889,4
"MBDC1346",1902,"MeMotif","http://projects.biotec.tu-dresden.de/memotif","yes","not_applicable","2011","not_applicable",2010,14,"yes",2010,1,14,"debut",124,0.0814814814814815,0.0814814814814815,4
"MBDC1356",1933,"PhiSITE","http://www.phisite.org/","yes","not_applicable","2009","not_applicable",2010,14,"yes",2010,1,14,"debut",125,0.0740740740740741,0.0740740740740741,4
"MBDC1351",1924,"PGD: Protein Geometry Database","http://pgd.science.oregonstate.edu/","no","service unavailable","not_applicable","Access - Failure Notes; Service Status; The Protein Geometry Database is moving to a new home. We hope it will be back on line shortly. For more information, please contact Professor Karplus.",2010,13,"no",2010,1,13,"debut",126,0.0666666666666667,0.0666666666666667,4
"MBDC1374",1986,"dbDEPC: Database of Differentially Expressed Proteins in human Cancers","http://dbdepc.biosino.org/index/","no","can't be reached","not_applicable","not_applicable",2010,11,"yes",2010,2,19,"debut",129,0.0444444444444444,0.0651515151515151,4
"MBDC1381",2003,"GeMInA: Genomic Metadata for Infectious Agents","http://gemina.igs.umaryland.edu","yes","not_applicable","2009","not_applicable",2010,11,"yes",2010,1,11,"debut",127,0.0592592592592592,0.0592592592592592,4
"MBDC1391",1977,"MouseIndelDB","http://variation.osu.edu","yes","not_applicable","unknown","not_applicable",2010,11,"yes",2010,1,11,"debut",128,0.0518518518518518,0.0518518518518518,4
"MBDC1350",1915,"3DNALandscapes","http://3DNAscapes.rutgers.edu","yes","not_applicable","2009","not_applicable",2010,8,"yes",2010,1,8,"debut",130,0.0370370370370371,0.0370370370370371,4
"MBDC1340",1964,"EMBL-EBI Non-Redundant Patent Sequence Databases","http://www.ebi.ac.uk/patentdata/nr/","yes","not_applicable","unknown","not_applicable",2010,7,"yes",2010,1,7,"debut",131,0.0296296296296297,0.0296296296296297,4
"MBDC1369",1976,"MouseBook","http://www.mousebook.org","yes","not_applicable","unknown","not_applicable",2010,7,"yes",2010,1,7,"debut",133,0.0148148148148148,0.0148148148148148,4
"MBDC1377",1989,"HRTBLDb: Hormone Receptor Target Binding Loci Database","http://motif.bmi.ohio-state.edu/hrtbldb","no","can't be reached","not_applicable","not_applicable",2010,7,"no",2010,1,7,"debut",132,0.0222222222222223,0.0222222222222223,4
"MBDC1352",1925,"PTGL: Protein Topology Graph Library","http://ptgl.zib.de","no","can't be reached","not_applicable","not_applicable",2010,6,"no",2010,1,6,"debut",134,0.00740740740740742,0.00740740740740742,4
"MBDC1355",1928,"PNU: Protein Naming Utility","http://www.jcvi.org/pn-utility","yes","not_applicable","unknown","not_applicable",2010,4,"yes",2010,1,4,"debut",135,0,0,4
"MBDC0529",2117,"miRBase","http://www.mirbase.org/","yes","not_applicable","2014","not_applicable",2011,1929,"yes",2006,4,7672,"update",1,0.994535519125683,0.994338362012207,1
"MBDC0582",2153,"STRING: Search Tool for the Retrieval of Interacting Genes","http://string-db.org","yes","not_applicable","2016","not_applicable",2011,1535,"yes",2003,7,6139,"update",2,0.989071038251366,0.949373470574032,1
"MBDC0204",2208,"NCBI CDD: Conserved Domain Database","http://www.ncbi.nlm.nih.gov/Structure/cdd/cdd.shtml","yes","not_applicable","unknown","not_applicable",2011,1474,"yes",2002,8,5537,"update",3,0.983606557377049,0.955804671909001,1
"MBDC0651",2037,"COSMIC: Catalogue Of Somatic Mutations In Cancer","http://www.sanger.ac.uk/cosmic","no","not found","not_applicable","not_applicable",2011,1130,"yes",2010,3,1858,"update",4,0.978142076502732,0.940922890103218,1
"MBDC0811",2142,"DrugBank","http://www.drugbank.ca","yes","not_applicable","2016","not_applicable",2011,948,"yes",2006,4,3203,"update",5,0.972677595628415,0.969634196892313,1
"MBDC0316",2131,"UCSC Genome Browser Database","http://genome.ucsc.edu","yes","not_applicable","2017","not_applicable",2011,694,"yes",2003,13,4500,"update",6,0.967213114754098,0.825854096096721,1
"MBDC0603",2199,"NCBI GEO: Gene Expression Omnibus","http://www.ncbi.nlm.nih.gov/geo/","yes","not_applicable","unknown","not_applicable",2011,596,"yes",2002,6,7262,"update",7,0.961748633879781,0.962466681644292,1
"MBDC0612",2207,"Reactome","http://www.reactome.org","yes","not_applicable","2017","not_applicable",2011,569,"yes",2005,5,2107,"update",8,0.956284153005464,0.944820316195192,1
"MBDC0800",2186,"BioGRID Interaction Database","http://www.thebiogrid.org","yes","not_applicable","2016","not_applicable",2011,564,"yes",2006,5,2977,"update",9,0.950819672131147,0.955768261564897,1
"MBDC0027",2112,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2011,523,"yes",2002,15,6128,"update",10,0.945355191256831,0.884532179089651,1
"MBDC0003",2079,"NCBI Genbank","www.ncbi.nlm.nih.gov","yes","not_applicable","2017","not_applicable",2011,431,"yes",1991,24,7582,"update",12,0.934426229508197,0.846557240465988,1
"MBDC0318",2107,"Uniprot: Universal Protein Resource","http://www.uniprot.org","yes","not_applicable","2017","not_applicable",2011,431,"yes",2004,12,7709,"update",11,0.939890710382514,0.948865085707448,1
"MBDC1392",2192,"Allele Frequency Net","http://www.allelefrequencies.net","yes","not_applicable","2015","Charming; Does any of this interest you?",2011,427,"yes",2011,2,488,"debut",13,0.92896174863388,0.92896174863388,1
"MBDC1423",2087,"miRTarBase","http://miRTarBase.mbc.nctu.edu.tw/","yes","not_applicable","2015","not_applicable",2011,420,"yes",2011,3,701,"debut",14,0.923497267759563,0.923497267759563,1
"MBDC0733",2185,"PGD: Pseudomonas Genome Database","http://www.pseudomonas.com","yes","not_applicable","2017","not_applicable",2011,356,"yes",2005,4,616,"update",15,0.918032786885246,0.773138000784953,1
"MBDC1428",2042,"Pathway Commons","http://www.pathwaycommons.org","yes","not_applicable","unknown","not_applicable",2011,322,"yes",2011,1,322,"debut",16,0.912568306010929,0.912568306010929,1
"MBDC0668",2206,"NCBI Entrez Gene","http://www.ncbi.nlm.nih.gov/gene","yes","not_applicable","2016","not_applicable",2011,321,"yes",2005,3,1243,"update",17,0.907103825136612,0.918709933054195,1
"MBDC0276",2058,"RCSB PDB: Protein Data Bank","http://www.pdb.org","yes","not_applicable","2017","not_applicable",2011,301,"yes",2000,9,17915,"update",18,0.901639344262295,0.774181182597738,1
"MBDC0173",2053,"EMBL-EBI IPD IMGT/HLA","http://www.ebi.ac.uk/imgt/hla/","yes","not_applicable","2017","not_applicable",2011,273,"yes",2001,5,1251,"update",19,0.896174863387978,0.809041134413142,1
"MBDC1420",2115,"LncRNAdb","http://www.lncrnadb.org","yes","not_applicable","2015","not_applicable",2011,261,"yes",2011,2,334,"debut",20,0.890710382513661,0.890710382513661,1
"MBDC0382",2162,"Rfam","http://rfam.sanger.ac.uk","no","discontinued notice","not_applicable","not_applicable",2011,257,"yes",2003,6,2519,"update",21,0.885245901639344,0.923075900284177,1
"MBDC0421",2066,"BRENDA: BRaunschweig ENzyme Database","http://www.brenda-enzymes.org","yes","not_applicable","2016","not_applicable",2011,249,"yes",2002,7,1407,"update",22,0.879781420765027,0.836400029776785,1
"MBDC1447",2160,"StarBase","http://starbase.sysu.edu.cn/","yes","not_applicable","2013","not_applicable",2011,249,"yes",2011,2,464,"debut",23,0.87431693989071,0.87431693989071,1
"MBDC0108",2086,"EcoCyc","http://EcoCyc.org/","yes","not_applicable","2016","not_applicable",2011,246,"yes",1996,10,1916,"update",24,0.868852459016393,0.758325888756542,1
"NAR9222",2048,"Phospho.ELM","http://phospho.elm.eu.org","yes","not_applicable","unknown","not_applicable",2011,241,"yes",2008,2,412,"update",25,0.863387978142076,0.848806288536279,1
"MBDC0268",2172,"CMBI PDB related databases","http://swift.cmbi.ru.nl/gv/facilities/","yes","not_applicable","unknown","not_applicable",2011,231,"yes",2011,2,280,"debut",26,0.85792349726776,0.85792349726776,1
"MBDC0245",2193,"RNAMDB: RNA Modification Database","http://rna-mdb.cas.albany.edu/RNAmods/","no","can't be reached","not_applicable","not_applicable",2011,226,"no",1996,5,621,"update",27,0.852459016393443,0.580843685439081,2
"MBDC1456",2090,"NCBI SRA: Sequence Read Archive","http://www.ncbi.nlm.nih.gov/Traces/sra","yes","not_applicable","unknown","not_applicable",2011,218,"yes",2010,3,443,"update",28,0.846994535519126,0.729581792423323,2
"MBDC0116",2073,"RegulonDB","http://regulondb.ccg.unam.mx/","yes","not_applicable","2016","not_applicable",2011,217,"yes",1998,10,1445,"update",29,0.841530054644809,0.729734977120701,2
"MBDC0338",2161,"EMBL-EBI ArrayExpress","http://www.ebi.ac.uk/arrayexpress","yes","not_applicable","2016","not_applicable",2011,212,"yes",2003,7,1868,"update",30,0.836065573770492,0.869321786106009,1
"MBDC1401",2057,"CAMARA: Community Cyberinfrastructure for Advanced Microbial Ecology Research and Analysis","http://camera.calit2.net/","no","discontinued notice","not_applicable","Service Status; cannot find data on redirect:  Thank you for being a CAMERA user during its operation as a resource for environmental genomics. The CAMERA Data Distribution Center (DDC) is no longer available for downloading data. We encourage you to visit the iMicrobe Project - http://data.imicrobe.us to access CAMERA data. The Marine Microbial Eukaryote Transcriptome Sequencing Project can be found at http://data.imicrobe.us/project/view/104",2011,185,"no",2011,1,185,"debut",31,0.830601092896175,0.830601092896175,1
"MBDC1433",2035,"PHOSIDA","http://www.phosida.com","yes","not_applicable","unknown","not_applicable",2011,184,"yes",2011,1,184,"debut",32,0.825136612021858,0.825136612021858,1
"MBDC0087",2205,"MGD: Mouse Genome Database","http://www.informatics.jax.org/","yes","not_applicable","2016","not_applicable",2011,171,"yes",1997,20,1878,"update",33,0.819672131147541,0.633001319915661,2
"MBDC1117",2190,"PlantTFDB: Transcription Factors DataBase","http://planttfdb.cbi.pku.edu.cn/","yes","not_applicable","2016","Disambiguation; PlantTFDB: Transcription Factors DataBase and PlnTFDB: Plant Transcription Factor Database are different",2011,171,"yes",2008,3,471,"update",34,0.814207650273224,0.752023611232869,1
"MBDC0331",2065,"MODBASE","http://salilab.org/modbase","yes","not_applicable","2013","not_applicable",2011,167,"yes",2000,7,802,"update",35,0.808743169398907,0.685344544472666,2
"MBDC0073",2102,"HGNC Genenames.org","www.genenames.org","yes","not_applicable","2017","not_applicable",2011,163,"yes",2002,7,857,"update",36,0.80327868852459,0.712463044977066,2
"MBDC1331",2041,"SGN: Sol Genomics Network","http://solgenomics.net/","yes","not_applicable","2017","not_applicable",2011,155,"yes",2011,2,186,"debut",37,0.797814207650273,0.797814207650273,1
"MBDC0101",2152,"ZFIN: Zebrafish Information Network","http://zfin.org","yes","not_applicable","unknown","not_applicable",2011,147,"yes",2001,6,616,"update",38,0.792349726775956,0.690479410491591,2
"MBDC1188",2033,"CTD: Comparative Toxicogenomics Database","http://ctd.mdibl.org","yes","not_applicable","2016","not_applicable",2011,138,"yes",2009,4,456,"update",39,0.786885245901639,0.730459197536455,2
"MBDC0618",2195,"AGRIS: Arabidopsis Gene Regulatory Information Server","http://arabidopsis.med.ohio-state.edu/","yes","not_applicable","2016","not_applicable",2011,133,"yes",2011,1,133,"debut",40,0.781420765027322,0.781420765027322,1
"MBDC1227",2123,"ConsensusPathDB","http://cpdb.molgen.mpg.de/","yes","not_applicable","2017","Other; alt good http://3did.irbbarcelona.org/",2011,128,"yes",2009,3,372,"update",41,0.775956284153005,0.736044440419044,2
"MBDC0002",2088,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/ena","yes","not_applicable","2017","not_applicable",2011,122,"yes",1991,23,1469,"update",42,0.770491803278688,0.577741025455989,2
"MBDC1440",2059,"RBPDB: RNA-Binding Protein DataBase","http://rbpdb.ccbr.utoronto.ca","yes","not_applicable","2012","not_applicable",2011,117,"yes",2011,1,117,"debut",43,0.765027322404372,0.765027322404372,1
"MBDC0985",2191,"ENCODE UCSC Genome Browser","http://encodeproject.org/","yes","not_applicable","2016","not_applicable",2011,116,"yes",2007,5,759,"update",44,0.759562841530055,0.717594834961638,2
"MBDC1426",2100,"OMA: Orthologous Matrix","http://omabrowser.org","yes","not_applicable","2016","not_applicable",2011,115,"yes",2011,2,146,"debut",45,0.754098360655738,0.754098360655738,1
"MBDC0792",2055,"YEASTRACT: YEAst Search for Transcriptional Regulators And Consensus Tracking","http://www.yeastract.com","yes","not_applicable","unknown","not_applicable",2011,114,"yes",2006,4,613,"update",46,0.748633879781421,0.779077427368438,1
"MBDC0166",2077,"GPCRDB: G Protein-Coupled Receptor Database","http://www.gpcr.org/7tm","yes","not_applicable","2016","not_applicable",2011,108,"yes",1998,6,854,"update",48,0.737704918032787,0.774966028854587,1
"MBDC1311",2198,"EMDataBank: Electron Microscopy DataBank","EMDataBank.org","yes","not_applicable","2016","not_applicable",2011,108,"yes",2011,2,109,"debut",47,0.743169398907104,0.743169398907104,2
"MBDC1443",2083,"RiceXPro","Http://ricexpro.dna.affrc.go.jp/","yes","not_applicable","unknown","not_applicable",2011,105,"yes",2011,2,169,"debut",49,0.73224043715847,0.73224043715847,2
"MBDC1414",2034,"HGD: Hymenoptera Genome Database","http://HymenopteraGenome.org","yes","not_applicable","unknown","not_applicable",2011,102,"yes",2011,2,104,"debut",50,0.726775956284153,0.726775956284153,2
"MBDC1437",2074,"PROMISCUOUS","http://bioinformatics.charite.de/promiscuous","no","not found","not_applicable","not_applicable",2011,99,"no",2011,1,99,"debut",51,0.721311475409836,0.721311475409836,2
"MBDC0258",2106,"CATH: Class, Architecture, Topology, Homology","http://www.cathdb.info/sfam/membrane/","no","not found","not_applicable","Access - Other; actually link direclty to CATH homepage not given in article ",2011,97,"yes",1999,10,1187,"update",53,0.710382513661202,0.701977225987585,2
"MBDC0607",2141,"Gramene","http://www.gramene.org","yes","not_applicable","2016","not_applicable",2011,97,"yes",2002,6,551,"update",52,0.715846994535519,0.71520728641128,2
"MBDC0633",2046,"3did: 3D Interacting Domains","http://3did.irbbarcelona.org","yes","not_applicable","2016","not_applicable",2011,96,"yes",2005,4,318,"update",54,0.704918032786885,0.656243395827673,2
"MBDC1333",2071,"TADB: Type 2 toxin-Antitoxin DataBase","http://bioinfo-mml.sjtu.edu.cn/TADB/","yes","not_applicable","2016","not_applicable",2011,93,"yes",2011,1,93,"debut",55,0.699453551912568,0.699453551912568,2
"MBDC1209",2030,"UniPROBE: Universal PBM Resource for Oligonucleotide Binding Evaluation","http://uniprobe.org","yes","not_applicable","2016","not_applicable",2011,91,"yes",2009,3,318,"update",57,0.688524590163934,0.736527488452133,2
"MBDC1411",2026,"Gene Expression Barcode","http://rafalab.jhsph.edu/barcode","no","not found","not_applicable","not_applicable",2011,91,"yes",2011,2,110,"debut",56,0.693989071038251,0.693989071038251,2
"MBDC1395",2197,"AREsite: AU-Rich Elements","http://rna.tbi.univie.ac.at/AREsite/","yes","not_applicable","unknown","not_applicable",2011,89,"yes",2011,2,90,"debut",58,0.683060109289617,0.683060109289617,2
"MBDC0928",2028,"DroID: Drosophila Interactions Database","http://droidb.org/","yes","not_applicable","2015","not_applicable",2011,85,"yes",2011,1,85,"debut",60,0.672131147540984,0.672131147540984,2
"MBDC1113",2148,"PhylomeDB","http://phylomeDB.org","yes","not_applicable","2016","not_applicable",2011,85,"yes",2008,3,198,"update",59,0.677595628415301,0.598156102977704,2
"MBDC1067",2089,"DOMINE","http://domine.utdallas.edu","yes","not_applicable","2010","not_applicable",2011,84,"yes",2008,2,157,"update",61,0.666666666666667,0.611408199643494,2
"MBDC1108",2101,"OrthoDB","http://cegg.unige.ch/orthodb","yes","not_applicable","unknown","not_applicable",2011,80,"yes",2008,4,286,"update",62,0.66120218579235,0.557873820168902,2
"MBDC1128",2114,"REDfly","http://redfly.ccr.buffalo.edu/","yes","not_applicable","2017","not_applicable",2011,78,"yes",2008,2,142,"update",63,0.655737704918033,0.595248531603401,2
"MBDC1312",2096,"FlyFactorSurvey","http://pgfe.umassmed.edu/TFDBS/","yes","not_applicable","unknown","not_applicable",2011,76,"yes",2011,1,76,"debut",64,0.650273224043716,0.650273224043716,2
"MBDC0285",2147,"SUPERFAMILY","http://supfam.org","yes","not_applicable","unknown","not_applicable",2011,74,"yes",2002,6,770,"update",65,0.644808743169399,0.759002708816772,1
"MBDC1737",2060,"IUPHAR/BPS Guide to PHARMACOLOGY","http://www.iuphar-db.org","yes","not_applicable","2017","not_applicable",2011,72,"yes",2009,5,1044,"update",66,0.639344262295082,0.684313015125442,2
"MBDC1394",2093,"ArachnoServer","www.arachnoserver.org","yes","not_applicable","unknown","not_applicable",2011,71,"yes",2011,1,71,"debut",67,0.633879781420765,0.633879781420765,2
"MBDC1305",2072,"CLIPZ","http://www.clipz.unibas.ch","no","related generic reseach institution site redirect","not_applicable","not_applicable",2011,70,"no",2011,1,70,"debut",68,0.628415300546448,0.628415300546448,2
"MBDC1083",2027,"GyDB: Gypsy Database","http://gydb.org","yes","not_applicable","unknown","not_applicable",2011,67,"yes",2008,2,97,"update",69,0.622950819672131,0.471903217322697,3
"MBDC1319",2194,"MatrixDB","http://matrixdb.ibcp.fr","yes","not_applicable","unknown","not_applicable",2011,64,"yes",2011,2,73,"debut",70,0.617486338797814,0.617486338797814,2
"MBDC1327",2029,"PIR PRO: PRotein Ontology","http://pir.georgetown.edu/pro","yes","not_applicable","unknown","not_applicable",2011,62,"yes",2011,2,83,"debut",72,0.60655737704918,0.60655737704918,2
"MBDC1396",2155,"ASD: AlloSteric Database","http://mdl.shsmu.edu.cn/ASD/","yes","not_applicable","unknown","not_applicable",2011,62,"yes",2011,3,105,"debut",73,0.601092896174863,0.601092896174863,2
"NAR9161",2081,"MBDC: Molecular Biology Database Collection","http://www.oxfordjournals.org/nar/database/a/","yes","not_applicable","unknown","not_applicable",2011,62,"yes",1999,17,917,"update",71,0.612021857923497,0.530002943264677,2
