article_id,db_id,resource_name,access,available,unavailable_message,available_update_date,notes,article_year,citations
2418,MBDC1606,CyanoLyase,http://cyanolyase.genouest.org/,yes,not_applicable,unknown,not_applicable,2013,9
2419,MBDC1664,DoriC: Database of oriC regions,http://tubic.tju.edu.cn/doric/,yes,not_applicable,2013,not_applicable,2013,50
2420,MBDC1657,PGDD: Plant Genome Duplication Database,http://chibba.agtec.uga.edu/duplication/,yes,not_applicable,2015,not_applicable,2013,108
2421,MBDC1619,PaVE: PApillomaVirus Episteme,http://pave.niaid.nih.gov,yes,not_applicable,2016,not_applicable,2013,44
2422,MBDC1571,TFClass: Transcription Factor Classification,http://tfclass.bioinf.med.uni-goettingen.de/,yes,not_applicable,unknown,not_applicable,2013,37
2423,MBDC1063,CTCFBSDB: CTCF-Binding Site Database,http://insulatordb.uthsc.edu/,yes,not_applicable,unknown,not_applicable,2013,23
2424,MBDC0318,Uniprot: Universal Protein Resource,http://www.uniprot.org,yes,not_applicable,2017,not_applicable,2013,399
2426,MBDC1639,OikoBase,http://oikoarrays.biology.uiowa.edu/Oiko/,yes,not_applicable,unknown,not_applicable,2013,12
2427,MBDC1592,SpliceAid-F,http://www.caspur.it/SpliceAidF/,no,not found,not_applicable,not_applicable,2013,19
2428,NAR9161,MBDC: Molecular Biology Database Collection,http://www.oxfordjournals.org/nar/database/a/,yes,not_applicable,unknown,not_applicable,2013,49
2429,MBDC1608,EENdb: Engineered Endonuclease Database,http://eendb.zfgenetics.org/,yes,not_applicable,2013,not_applicable,2013,34
2430,MBDC1596,HOCOMOCO: HOmo sapiens COmprehensive MOdel Collection,http://autosome.ru/HOCOMOCO/,yes,not_applicable,unknown,not_applicable,2013,50
2431,MBDC0800,BioGRID Interaction Database,http://www.thebiogrid.org,yes,not_applicable,2016,not_applicable,2013,395
2433,MBDC1635,TissueNet,http://netbio.bgu.ac.il/tissuenet/,yes,not_applicable,unknown,not_applicable,2013,25
2434,MBDC1569,EMBL-EBI DGVa,http://www.ebi.ac.uk/dgva,yes,not_applicable,unknown,not_applicable,2013,21
2434,MBDC1642,NCBI DbVar,http://www.ncbi.nlm.nih.gov/dbvar,yes,not_applicable,unknown,not_applicable,2013,21
2435,MBDC1637,H2DB,http://tga.nig.ac.jp/h2db/,yes,not_applicable,unknown,not_applicable,2013,1
2436,MBDC1615,SIFTS: Structure Integration with Function Taxonomy and Sequences,http://pdbe.org/sifts,yes,not_applicable,unknown,not_applicable,2013,52
2437,MBDC1607,DoBISCUIT: Database of BIoSynthesis clusters CUrated and InTegrated,http://www.bio.nite.go.jp/pks/,yes,not_applicable,2016,not_applicable,2013,23
2438,MBDC1666,MicroScope,http://www.genoscope.cns.fr/agc/microscope,yes,not_applicable,2017,not_applicable,2013,98
2439,NAR9252,RGKbase: Rice Genome Knowledgebase,http://rgkbase.big.ac.cn/RGKbase/,yes,not_applicable,2012,not_applicable,2013,10
2440,MBDC1627,ClusterMine360,http://www.clustermine360.ca/,yes,not_applicable,unknown,not_applicable,2013,28
2441,MBDC0421,BRENDA: BRaunschweig ENzyme Database,http://www.brenda-enzymes.org,yes,not_applicable,2016,not_applicable,2013,189
2442,MBDC0276,RCSB PDB: Protein Data Bank,http://www.rcsb.org,yes,not_applicable,2017,not_applicable,2013,224
2443,MBDC0108,EcoCyc,http://EcoCyc.org/,yes,not_applicable,2016,not_applicable,2013,216
2444,MBDC0002,EMBL-EBI ENA: European Nucleotide Archive,http://www.ebi.ac.uk/ena/,yes,not_applicable,2017,not_applicable,2013,36
2445,MBDC1623,NetwoRx,http://ophid.utoronto.ca/networx/,yes,not_applicable,2012,not_applicable,2013,3
2446,MBDC0073,HGNC Genenames.org,http://www.genenames.org,yes,not_applicable,2017,not_applicable,2013,141
2447,MBDC1673,Darned: DAtabase of RNa Editing,http://darned.ucc.ie,yes,not_applicable,unknown,Interface; bart simpson in logo,2013,24
2448,MBDC1641,NCBI GTR: Genetic Testing Registry,http://www.ncbi.nlm.nih.gov/gtr/,yes,not_applicable,unknown,not_applicable,2013,29
2449,MBDC1609,KIDFamMap: Kinase Inhibitor Disease FAMily MAPs ,http://gemdock.life.nctu.edu.tw/KIDFamMap/,yes,not_applicable,2013,not_applicable,2013,8
2450,MBDC1605,ValidNESs,http://validness.ym.edu.tw/,yes,not_applicable,unknown,not_applicable,2013,28
2451,MBDC1576,SecReT4,http://db-mml.sjtu.edu.cn/SecReT4/,yes,not_applicable,2012,not_applicable,2013,22
2452,MBDC1654,NPACT: Naturally occurring Plant-based Anti-cancer Compound-activity-Target database,http://crdd.osdd.net/raghava/npact/,yes,not_applicable,unknown,not_applicable,2013,38
2453,MBDC1577,RhesusBase,http://www.rhesusbase.org,yes,not_applicable,2016,not_applicable,2013,13
2454,MBDC0069,EcoGene,http://ecogene.org,yes,not_applicable,unknown,not_applicable,2013,69
2455,MBDC0975,Animal QTLdb: Animal Quantitative Trait Loci Database,http://www.animalgenome.org/cgi-bin/QTLdb/index,yes,not_applicable,2016,not_applicable,2013,126
2456,MBDC1665,NPIDB: Nucleic acid Protein Interaction DataBase,http://npidb.belozersky.msu.ru/,yes,not_applicable,2015,not_applicable,2013,24
2457,MBDC0991,HMDB: Human Metabolome Database,www.hmdb.ca,yes,not_applicable,unknown,not_applicable,2013,689
2458,MBDC1227,ConsensusPathDB,http://consensuspathdb.org/,yes,not_applicable,2017,not_applicable,2013,125
2459,MBDC1614,Genome3D,http://www.genome3d.eu,no,service unavailable,not_applicable,not_applicable,2013,26
2460,MBDC1151,Xenbase,http://www.xenbase.org,yes,not_applicable,2017,Access - Failure Notes; maintenace notice up for Feb 22 2017,2013,40
2461,MBDC1593,Spliceosome database,http://spliceosomedb.ucsc.edu,yes,not_applicable,unknown,not_applicable,2013,17
2462,MBDC1628,ECMDB: E. coli Metabolome Database,http://www.ecmdb.ca,yes,not_applicable,unknown,not_applicable,2013,34
2463,MBDC1595,ENCODE Factorbook,http://factorbook.org,yes,not_applicable,unknown,not_applicable,2013,61
2464,MBDC1621,SEVA: Standard European Vector Architecture,http://seva.cnb.csic.es,yes,not_applicable,unknown,not_applicable,2013,89
2465,MBDC1667,FlyAtlas,http://flyatlas.gla.ac.uk/,yes,not_applicable,2013,not_applicable,2013,53
2466,MBDC1591,HEXEvent: Human EXon splicing EVENTs,http://hexevent.mmg.uci.edu,no,can't be reached,not_applicable,not_applicable,2013,14
2467,MBDC1589,ChiTaRS: Chimeric Transcripts and RNA-Seq,http://chitars.bioinfo.cnio.es/,yes,not_applicable,unknown,not_applicable,2013,18
2468,MBDC1651,BioLiP,http://zhanglab.ccmb.med.umich.edu/BioLiP/,yes,not_applicable,2016,not_applicable,2013,63
2469,MBDC0857,EMBL-EBI PRIDE: PRoteomics IDEntifications,http://www.ebi.ac.uk/pride,yes,not_applicable,2017,not_applicable,2013,867
2470,NAR9142,INSDC: International Nucleotide Sequence Database Collaboration,http://www.insdc.org,yes,not_applicable,unknown,not_applicable,2013,67
2471,MBDC1029,PGSB: Plant Genome and Systems Biology PlantsDB,http://mips.helmholtz-muenchen.de/plant/genomes.jsp,yes,not_applicable,unknown,not_applicable,2013,43
2472,MBDC1425,Non-B DB,http://nonb.abcc.ncifcrf.gov,no,can't be reached,not_applicable,not_applicable,2013,24
2473,MBDC0033,EPD: Eukaryotic Promoter Database,http://epd.vital-it.ch,yes,not_applicable,2016,not_applicable,2013,28
2474,MBDC1661,NCBI Clone DB,http://www.ncbi.nlm.nih.gov/clone/,yes,not_applicable,2010,not_applicable,2013,5
2475,NAR9187,MyGene.info,http://mygene.info,yes,not_applicable,2016,not_applicable,2013,47
2475,MBDC1672,BioGPS,http://biogps.org,yes,not_applicable,unknown,not_applicable,2013,47
2476,MBDC1636,Quorumpeps database,http://quorumpeps.ugent.be,yes,not_applicable,unknown,not_applicable,2013,32
2477,MBDC0680,HAGR: Human Ageing Genomic Resources,http://genomics.senescence.info,yes,not_applicable,unknown,not_applicable,2013,139
2478,MBDC0552,PANTHER,http://pantherdb.org,yes,not_applicable,2016,not_applicable,2013,504
2479,MBDC1658,PIECE: Plant Intron and Exon Comparison and Evolution ,http://wheat.pw.usda.gov/piece,yes,not_applicable,2012,not_applicable,2013,16
2480,MBDC1670,Allen Brain Atlas,http://www.brain-map.org,yes,not_applicable,unknown,not_applicable,2013,67
2481,MBDC1617,DGA: Disease and Gene Annotations,http://dga.nubic.northwestern.edu,yes,not_applicable,unknown,not_applicable,2013,25
2482,MBDC1668,GenColors,http://gencolors.fli-leibniz.de,yes,not_applicable,2016,not_applicable,2013,3
2483,MBDC0258,"CATH: Class, Architecture, Topology, Homology",http://www.cathdb.info/,yes,not_applicable,2017,not_applicable,2013,135
2484,MBDC1578,PlantRNA,http://plantrna.ibmp.cnrs.fr/,yes,not_applicable,unknown,not_applicable,2013,15
2485,MBDC1671,InnateDB,http://www.innatedb.com,yes,not_applicable,2016,not_applicable,2013,103
2486,MBDC1575,MetalPDB,http://metalweb.cerm.unifi.it,yes,not_applicable,unknown,not_applicable,2013,24
2487,MBDC1660,RiceFREND: Functionally Related gene Expression Network Database,http://ricefrend.dna.affrc.go.jp/,yes,not_applicable,2012,not_applicable,2013,28
2488,NAR9297,TP53 Website,http://p53.fr,yes,not_applicable,2012,not_applicable,2013,38
2489,MBDC1633,PTMcode,http://ptmcode.embl.de,yes,not_applicable,unknown,not_applicable,2013,45
2490,MBDC1588,APPRIS,http://appris.bioinfo.cnio.es,yes,not_applicable,2016,not_applicable,2013,33
2491,MBDC1098,miRGator,http://mirgator.kobic.re.kr,yes,not_applicable,unknown,not_applicable,2013,37
2492,MBDC0619,PDBTM: Protein Data Bank TransMembrane,http://pdbtm.enzim.hu,yes,not_applicable,2017,not_applicable,2013,61
2493,MBDC0204,NCBI CDD: Conserved Domain Database,https://www.ncbi.nlm.nih.gov/Structure/cdd/cdd.shtml,yes,not_applicable,unknown,not_applicable,2013,453
2494,MBDC1640,ZInC: Zebrafish Insertion Collection,http://research.nhgri.nih.gov/ZInC/,yes,not_applicable,unknown,not_applicable,2013,17
2495,MBDC1620,MetaMicrobesOnline,http://meta.MicrobesOnline.org,yes,not_applicable,2010,not_applicable,2013,5
2496,MBDC1573,OrtholugeDB,http://www.pathogenomics.sfu.ca/ortholugedb,yes,not_applicable,2016,not_applicable,2013,23
2497,MBDC1572,MonarchBase,http://monarchbase.umassmed.edu,yes,not_applicable,unknown,not_applicable,2013,20
2498,MBDC0101,ZFIN: Zebrafish Information Network,http://zfin.org,yes,not_applicable,unknown,not_applicable,2013,40
2499,MBDC0116,RegulonDB,http://regulondb.ccg.unam.mx/,yes,not_applicable,2016,not_applicable,2013,204
2500,MBDC1579,LncRNADisease,http://cmbi.bjmu.edu.cn/lncrnadisease,yes,not_applicable,2015,not_applicable,2013,161
2501,MBDC1599,LNCipedia,http://www.lncipedia.org,yes,not_applicable,2016,not_applicable,2013,138
2502,NAR9099,GeneTack,http://topaz.gatech.edu/GeneTack/db.html,no,not found,not_applicable,not_applicable,2013,5
2503,MBDC1659,OrysPSSP,http://www.genoportal.org/PSSP/index.do,yes,not_applicable,unknown,not_applicable,2013,5
2504,MBDC1656,SwissBioisostere,http://www.swissbioisostere.ch,yes,not_applicable,2014,not_applicable,2013,27
2505,MBDC1600,SomamiR,http://compbio.uthsc.edu/SomamiR/,yes,not_applicable,unknown,not_applicable,2013,26
2506,MBDC1388,PRGdb: Plant Resistance Gene database,http://prgdb.org,yes,not_applicable,2014,not_applicable,2013,32
2507,MBDC0382,Rfam,http://rfam.sanger.ac.uk,no,discontinued notice,not_applicable,not_applicable,2013,329
2508,MBDC1108,OrthoDB,http://www.orthodb.org,yes,not_applicable,unknown,not_applicable,2013,117
2509,MBDC1581,GenomeRNAi,http://www.genomernai.org,yes,not_applicable,2016,not_applicable,2013,47
2510,MBDC1112,PhosPhAt,http://phosphat.mpimp-golm.mpg.de,yes,not_applicable,unknown,not_applicable,2013,44
2511,MBDC1616,DcGO: Domain-centric Gene Ontologies,http://supfam.org/SUPERFAMILY/dcGO,yes,not_applicable,unknown,not_applicable,2013,30
2512,MBDC0173,EMBL-EBI IPD IMGT/HLA,http://www.ebi.ac.uk/imgt/hla/,yes,not_applicable,2017,not_applicable,2013,373
2513,MBDC1643,CellLineNavigator,http://www.medicalgenomics.org/celllinenavigator,yes,not_applicable,unknown,not_applicable,2013,9
2514,MBDC1304,ChemProt,http://www.cbs.dtu.dk/services/ChemProt-2.0,yes,not_applicable,unknown,not_applicable,2013,31
2515,MBDC1647,METscout,http://metscout.mpg.de,yes,not_applicable,2012,not_applicable,2013,4
2516,MBDC0313,TropGENE-DB,http://tropgenedb.cirad.fr,yes,not_applicable,unknown,not_applicable,2013,8
2517,MBDC1585,Dfam: Database of repetitive DNA Families,http://dfam.janelia.org,no,can't be reached,not_applicable,not_applicable,2013,51
2518,MBDC1663,NCBI Bookshelf,http://www.ncbi.nlm.nih.gov/books/,yes,not_applicable,2017,not_applicable,2013,1
2519,MBDC1612,Voronoia4RNA,http://proteinformatics.charite.de/voronoia4rna/,yes,not_applicable,unknown,not_applicable,2013,2
2520,MBDC1337,ViralZone,http://viralzone.expasy.org,yes,not_applicable,2016,not_applicable,2013,13
2521,MBDC0528,MBGD: MicroBial Genome Database for comparative analysis,http://mbgd.genome.ad.jp/,yes,not_applicable,2015,not_applicable,2013,22
2522,MBDC1625,WormQTL,http://www.wormqtl.org,yes,not_applicable,unknown,not_applicable,2013,17
2523,MBDC0367,EMBL-EBI IPD: Immuno Polymorphism Database,http://www.ebi.ac.uk/ipd/,yes,not_applicable,unknown,not_applicable,2013,81
2524,MBDC1183,SILVA,http://www.arb-silva.de,yes,not_applicable,2017,not_applicable,2013,1197
2525,MBDC1443,RiceXPro,http://ricexpro.dna.affrc.go.jp/,yes,not_applicable,unknown,not_applicable,2013,64
2526,MBDC1580,LAMP: Library of Apicomplexan Metabolic Pathways,http://www.llamp.net,yes,not_applicable,unknown,not_applicable,2013,17
2527,MBDC1669,Genomicus,http://www.dyogen.ens.fr/genomicus/,yes,not_applicable,2014,not_applicable,2013,68
2528,MBDC1631,WholeCellKB,http://wholecellkb.stanford.edu,no,not found,not_applicable,not_applicable,2013,14
2529,MBDC1629,MetaboLights,http://www.ebi.ac.uk/metabolights,yes,not_applicable,unknown,not_applicable,2013,119
2530,MBDC1644,TSGene: Tumor Suppressor Gene,http://bioinfo.mc.vanderbilt.edu/TSGene/,no,can't be reached,not_applicable,not_applicable,2013,124
2531,MBDC0215,PROSITE,http://prosite.expasy.org/,yes,not_applicable,2017,not_applicable,2013,219
2532,MBDC0027,Ensembl,http://www.ensembl.org/,yes,not_applicable,2016,not_applicable,2013,591
2533,MBDC0985,ENCODE UCSC Genome Browser,www.encodeproject.org,yes,not_applicable,2016,not_applicable,2013,282
2534,MBDC0199,TIGRFAMs,http://www.jcvi.org/tigrfams,yes,not_applicable,2014,not_applicable,2013,38
2534,NAR9103,Genome Properties,http://www.jcvi.org/genome-properties,no,discontinued notice,not_applicable,not_applicable,2013,38
2535,MBDC0885,dbPTM: Database of Post-Translational Modifications,http://dbPTM.mbc.nctu.edu.tw/,yes,not_applicable,unknown,not_applicable,2013,72
2536,MBDC0840,MODOMICS,http://modomics.genesilico.pl,yes,not_applicable,unknown,not_applicable,2013,272
2537,MBDC1062,COXPRESdb: Coexpressed gene database,http://coxpresdb.jp,yes,not_applicable,2014,not_applicable,2013,38
2538,MBDC1603,SwissSidechain,http://www.swisssidechain.ch,yes,not_applicable,unknown,not_applicable,2013,21
2539,MBDC0446,dictyBase,http://dictybase.org,yes,not_applicable,2016,not_applicable,2013,35
2540,MBDC1650,TCMID: Traditional Chinese Medicine Integrative Database,http://www.megabionet.org/tcmid/,yes,not_applicable,unknown,not_applicable,2013,56
2541,MBDC1424,NCBI Epigenomics,www.ncbi.nlm.nih.gov/epigenomics,yes,not_applicable,2016,"Service Status; Access - Transfer/Redirect; The Epigenomics database, a public repository that archived genome-wide maps of DNA and histone modifications, was retired on June 1, 2016. All epigenomics data are available in our GEO resource.",2013,10
2542,MBDC1594,ChIPBase,http://deepbase.sysu.edu.cn/chipbase/,no,can't be reached,not_applicable,not_applicable,2013,122
2543,MBDC1611,GFDB: Glycan Fragment Database,http://www.glycanstructure.org,yes,not_applicable,unknown,not_applicable,2013,14
2544,MBDC1219,SchistoDB,http://SchistoDB.net,yes,not_applicable,2017,not_applicable,2013,27
2545,MBDC1662,LUCApedia,http://eeb.princeton.edu/lucapedia,yes,not_applicable,unknown,not_applicable,2013,10
2546,MBDC1014,SUBA,http://suba.plantenergy.uwa.edu.au,yes,not_applicable,2014,not_applicable,2013,129
2547,MBDC1645,CircaDB,http://github.com/itmat/circadb,yes,not_applicable,2015,Other; alt fail http://circadb.org no; unrelated site redirect; Service Status; Access - Archived; GITHUB repo still open,2013,59
2548,MBDC1655,StreptomeDB,http://www.pharmaceutical-bioinformatics.de/streptomedb/,yes,not_applicable,unknown,not_applicable,2013,27
2549,MBDC1618,HBVdb: Hepatitis B Virus database,http://hbvdb.ibcp.fr,yes,not_applicable,2016,not_applicable,2013,21
2550,MBDC1638,NHPRTR: Non-Human Primate Reference Transcriptome Resource,http://nhprtr.org,yes,not_applicable,2015,not_applicable,2013,25
2551,MBDC1652,G4LDB,http://www.g4ldb.org,no,can't be reached,not_applicable,not_applicable,2013,28
2552,MBDC1737,IUPHAR/BPS Guide to PHARMACOLOGY,http://www.iuphar-db.org,yes,not_applicable,2017,not_applicable,2013,54
2553,MBDC0582,STRING: Search Tool for the Retrieval of Interacting Genes,http://string-db.org/,yes,not_applicable,2016,not_applicable,2013,1442
2554,MBDC0001,DDBJ: DNA Data Bank of Japan,http://www.ddbj.nig.ac.jp,yes,not_applicable,2016,not_applicable,2013,15
2555,MBDC1634,SynSysNet,http://bioinformatics.charite.de/synsysnet,yes,not_applicable,unknown,not_applicable,2013,16
2556,NAR9081,EuPathDB: Eukaryotic Pathogen Database,http://EuPathDB.org,yes,not_applicable,2016,not_applicable,2013,38
2557,MBDC1649,CIL: Cell Image Library,http://www.cellimagelibrary.org/,yes,not_applicable,unknown,not_applicable,2013,12
2558,MBDC1056,CFGP: Comparative Fungal Genomics Platform,http://cfgp.snu.ac.kr/,yes,not_applicable,unknown,not_applicable,2013,21
2559,MBDC1648,SpermatogenesisOnline,http://mcg.ustc.edu.cn/sdap1/spermgenes/,no,not found,not_applicable,not_applicable,2013,6
2560,MBDC1622,PR2: Protist Ribosomal Reference,http://ssu-rrna.org/,no,can't be reached,not_applicable,not_applicable,2013,103
2561,MBDC1624,WDDD: Worm Developmental Dynamics Database,http://so.qbic.riken.jp/wddd/,yes,not_applicable,unknown,not_applicable,2013,5
2562,NAR9123,HemaExplorer,http://servers.binf.ku.dk/hema-explorer,no,not found,not_applicable,not_applicable,2013,33
2563,MBDC1587,UCNEbase: Ultra-Conserved Non-coding Elements database,http://ccg.vital-it.ch/UCNEbase,yes,not_applicable,unknown,not_applicable,2013,19
2564,MBDC0112,KEGG: Kyoto Encyclopedia of Genes and Genomes,http://www.genome.jp/kegg/,yes,not_applicable,2017,not_applicable,2013,35
2565,MBDC1244,INTERFEROME,http://interferome.its.monash.edu.au/interferome/,yes,not_applicable,unknown,not_applicable,2013,102
2566,MBDC1193,ZiFDB: Zinc Finger Database,http://zifdb.msi.umn.edu,yes,not_applicable,unknown,Access - Failure Notes; privacy error but there,2013,9
2567,MBDC0087,MGD: Mouse Genome Database,http://www.informatics.jax.org,yes,not_applicable,2016,not_applicable,2013,44
2568,MBDC0071,FlyBase,http://flybase.org,yes,not_applicable,2016,not_applicable,2013,146
2569,MBDC1653,GDSC: Genomics of Drug Sensitivity in Cancer,www.cancerRxgene.org,yes,not_applicable,2016,not_applicable,2013,148
2570,MBDC1188,CTD: Comparative Toxicogenomics Database,http://ctdbase.org/,yes,not_applicable,2016,not_applicable,2013,137
2571,MBDC1602,EProS: Energy PROfile Suite,http://bioservices.hs-mittweida.de/Epros/,yes,not_applicable,2014,not_applicable,2013,2
2572,MBDC1630,RNApathwaysDB,http://iimcb.genesilico.pl/rnapathwaysdb,yes,not_applicable,unknown,not_applicable,2013,5
2573,MBDC0162,"ESTHER: ESTerases, alpha-beta Hydrolase Enzymes and Relatives",http://bioweb.ensam.inra.fr/esther,yes,not_applicable,2016,not_applicable,2013,54
2574,MBDC1597,BSRD: Bacterial Small Regulatory RNA Database,http://kwanlab.bio.cuhk.edu.hk/BSRD,no,can't be reached,not_applicable,not_applicable,2013,25
2575,MBDC1452,UCSC Cancer Genomics Browser,https://genome-cancer.ucsc.edu/,no,discontinued notice,not_applicable,not_applicable,2013,69
2576,MBDC0338,EMBL-EBI ArrayExpress,http://www.ebi.ac.uk/arrayexpress,yes,not_applicable,2016,not_applicable,2013,201
2577,MBDC1015,SwissRegulon,http://swissregulon.unibas.ch,yes,not_applicable,unknown,not_applicable,2013,28
2578,MBDC1574,2P2Idb,http://2p2idb.cnrs-mrs.fr,yes,not_applicable,2016,not_applicable,2013,62
2579,MBDC1626,EMBL-EBI Enzyme Portal,http://www.ebi.ac.uk/enzymeportal,yes,not_applicable,unknown,not_applicable,2013,3
2580,MBDC1610,UUCD: Ubiquitin and Ubiquitin-like Conjugation Database,http://uucd.biocuckoo.org,yes,not_applicable,unknown,not_applicable,2013,21
2581,MBDC0685,H-InvDB: H-Invitational Database,http://www.h-invitational.jp/,yes,not_applicable,2015,not_applicable,2013,17
2582,MBDC0487,GO: Gene Ontology,http://www.geneontology.org,yes,not_applicable,2016,not_applicable,2013,217
2583,MBDC0003,NCBI Genbank,www.ncbi.nlm.nih.gov,yes,not_applicable,2017,not_applicable,2013,587
2584,MBDC1700,HoPaCI-DB: Host-Pseudomonas and Coxiella Interaction database,http://mips.helmholtz-muenchen.de/HoPaCI/,yes,not_applicable,unknown,not_applicable,2014,8
2585,MBDC1731,COLOMBOS,http://www.colombos.net,yes,not_applicable,unknown,not_applicable,2014,14
2586,MBDC1693,NeXO Web,http://www.nexontology.org,yes,not_applicable,unknown,not_applicable,2014,8
2587,MBDC0292,UniCarbKB,http://unicarbkb.org,yes,not_applicable,unknown,not_applicable,2014,40
2588,MBDC0960,UniHI: Unified Human Interactome,http://www.unihi.org,yes,not_applicable,2014,not_applicable,2014,23
2589,MBDC0705,NONCODE,http://www.bioinfo.org/noncode/,yes,not_applicable,2016,not_applicable,2014,150
2590,MBDC1680,HMDD: Human microRNA Disease Database,http://202.38.126.151/hmdd/tools/hmdd2.html,yes,not_applicable,2013,not_applicable,2014,66
2591,MBDC1702,SporeWeb,http://sporeweb.molgenrug.nl,yes,not_applicable,unknown,not_applicable,2014,10
2592,MBDC0607,Gramene,http://www.gramene.org,yes,not_applicable,2016,not_applicable,2014,76
2593,MBDC0357,SGD: Saccharomyces Genome Database,http://www.yeastgenome.org,yes,not_applicable,2017,not_applicable,2014,34
2594,MBDC1743,MCDRP: Manually Curated Database of Rice Proteins,http://www.genomeindia.org/biocuration,no,can't be reached,not_applicable,not_applicable,2014,6
2595,MBDC1411,Gene Expression Barcode,http://barcode.luhs.org,yes,not_applicable,unknown,not_applicable,2014,19
2596,MBDC0828,JGI IMG: Integrated Microbial Genomes,http://img.jgi.doe.gov/m,yes,not_applicable,2017,not_applicable,2014,60
2597,MBDC0491,HbVar: Hemoglobin Variants ,http://globin.bx.psu.edu/hbvar,yes,not_applicable,unknown,not_applicable,2014,82
2598,MBDC1687,MVOC: Microbial Volatile Organic Compounds,http://bioinformatics.charite.de/mvoc,yes,not_applicable,unknown,not_applicable,2014,48
2599,MBDC0282,SCOP: Structural Classification of Proteins,http://scop2.mrc-lmb.cam.ac.uk/,yes,not_applicable,2013,"Naming; harmonized with scop since expending and replacing "" SCOP2 is a successor to the Structural Classification of Proteins … SCOP""",2014,57
2601,MBDC0187,ELM: Eukaryotic Linear Motif,http://elm.eu.org,yes,not_applicable,2016,not_applicable,2014,138
2602,MBDC1113,PhylomeDB,http://phylomedb.org,yes,not_applicable,2016,not_applicable,2014,50
2603,MBDC1692,HPO: Human Phenotype Ontology,http://www.human-phenotype-ontology.org,yes,not_applicable,2016,not_applicable,2014,180
2604,MBDC0445,DEG: Database of Essential Genes,http://tubic.tju.edu.cn/deg/,yes,not_applicable,2016,not_applicable,2014,81
2605,MBDC1721,DGV: Database of Genomic Variants,http://dgv.tcag.ca/,yes,not_applicable,2016,not_applicable,2014,191
2606,NAR9148,JGI Genome Portal,http://genome.jgi.doe.gov,yes,not_applicable,2017,not_applicable,2014,75
2607,MBDC0027,Ensembl,http://www.ensembl.org/,yes,not_applicable,2016,not_applicable,2014,610
2608,MBDC1173,GEISHA: Gallus Expression In Situ Hybridization Analysis,http://geisha.arizona.edu,no,service unavailable,not_applicable,not_applicable,2014,9
2609,MBDC1707,MultitaskProtDB,http://wallace.uab.es/multitask,yes,not_applicable,unknown,not_applicable,2014,22
2610,MBDC1465,miRNEST,http://mirnest.amu.edu.pl,yes,not_applicable,unknown,not_applicable,2014,5
2611,MBDC1295,DNASU Plasmid Repository,http://dnasu.asu.edu,no,service unavailable,not_applicable,Mirror fail; http://dnasu.org service unavaiable,2014,44
2612,MBDC0440,EMBL-EBI CSA: Catalytic Site Atlas,http://www.ebi.ac.uk/thornton-srv/databases/CSA,yes,not_applicable,unknown,not_applicable,2014,50
2613,MBDC1364,Negatome,http://mips.helmholtz-muenchen.de/proj/ppi/negatome,yes,not_applicable,unknown,not_applicable,2014,20
2614,MBDC1701,PortEco: Portal for E COli research,http://porteco.org,no,service unavailable,not_applicable,Service Status; Currently Unavailable,2014,12
2615,MBDC1682,MPPD: Membrane Protein Packing Database ,http://proteinformatics.charite.de/mppd,yes,not_applicable,2014,Naming; named really MP:PD but had to drop the colon for sake of data structure,2014,3
2616,MBDC1740,MitoBreak,http://mitobreak.portugene.com,yes,not_applicable,2016,not_applicable,2014,8
2617,MBDC1715,GWIPS-viz: Genome Wide Information on Protein Synthesis,http://gwips.ucc.ie,yes,not_applicable,2016,not_applicable,2014,28
2618,MBDC1686,Hemolytik,http://crdd.osdd.net/raghava/hemolytik/,yes,not_applicable,unknown,not_applicable,2014,21
2619,MBDC0645,CGD: Candida Genome Database,http://www.candidagenome.org/,yes,not_applicable,2016,not_applicable,2014,9
2620,NAR9254,RhizoBase,http://genome.microbedb.jp/rhizobase,yes,not_applicable,2009,not_applicable,2014,12
2620,MBDC0068,CyanoBase,http://genome.microbedb.jp/cyanobase,yes,not_applicable,2012,not_applicable,2014,12
2621,MBDC1720,1000 Genomes Selection Browser,http://hsb.upf.edu,yes,not_applicable,unknown,not_applicable,2014,33
2622,MBDC1385,CAMP: Collection of Anti-Microbial Peptides,http://www.camp.bicnirrh.res.in/,yes,not_applicable,unknown,not_applicable,2014,54
2623,MBDC0828,JGI IMG: Integrated Microbial Genomes,http://img.jgi.doe.gov/w,yes,not_applicable,2017,Other; alt good http://img.jgi.doe.gov/er; http://img.jgi.doe.gov/edu,2014,158
2624,MBDC1734,Network Portal,http://networks.systemsbiology.net,yes,not_applicable,unknown,not_applicable,2014,10
2625,MBDC1690,PE-DB: Protein Ensemble Database,http://pedb.vib.be,yes,not_applicable,2017,Examples dates; another auto updating date,2014,62
2626,MBDC1722,DbPSHP: Database of Recent Positive Selection across Human Populations,http://jjwanglab.org/dbpshp,yes,not_applicable,2014,not_applicable,2014,14
2627,MBDC1719,NCBI DbGaP: Database of Genotypes and Phenotypes,http://www.ncbi.nlm.nih.gov/gap,yes,not_applicable,2017,not_applicable,2014,49
2628,MBDC1746,SoyKB: Soybean Knowledge Base,http://soykb.org,no,service unavailable,not_applicable,not_applicable,2014,23
2629,MBDC0177,MEROPS,http://merops.sanger.ac.uk,yes,not_applicable,2017,not_applicable,2014,266
